*** Failures ***
Frequency | Received Packets |Wanted Signal Level | Blocking Signal Level | Results
 2694 MHz |   45 | -67 dBm | -35 dBm | fbf_2
 2730 MHz |  139 | -67 dBm | -35 dBm | fbf_2
 2748 MHz |  113 | -67 dBm | -35 dBm | fbf_2
 2793 MHz |   48 | -67 dBm | -35 dBm | fbf_2
 2877 MHz |  401 | -67 dBm | -35 dBm | fbf_2
 2946 MHz |  108 | -67 dBm | -35 dBm | fbf_2
 2958 MHz |  385 | -67 dBm | -35 dBm | fbf_2
 3325 MHz |  108 | -67 dBm | -30 dBm | fbf_2
 3475 MHz |  218 | -67 dBm | -30 dBm | fbf_2
 3775 MHz |  207 | -67 dBm | -30 dBm | fbf_2
 3925 MHz |  282 | -67 dBm | -30 dBm | fbf_2
 4075 MHz |  429 | -67 dBm | -30 dBm | fbf_2
 4250 MHz |    9 | -67 dBm | -30 dBm | fbf_2
 4625 MHz |  211 | -67 dBm | -30 dBm | fbf_2
 4850 MHz |  342 | -67 dBm | -30 dBm | fbf_2
 5175 MHz |  203 | -67 dBm | -30 dBm | fbf_2
 5325 MHz |  171 | -67 dBm | -30 dBm | fbf_2
 5350 MHz |   96 | -67 dBm | -30 dBm | fbf_2
 5650 MHz |  198 | -67 dBm | -30 dBm | fbf_2
 5725 MHz |  371 | -67 dBm | -30 dBm | fbf_2
 5750 MHz |   96 | -67 dBm | -30 dBm | fbf_2
 5850 MHz |  447 | -67 dBm | -30 dBm | fbf_2
 6550 MHz |  358 | -67 dBm | -30 dBm | fbf_2
 6850 MHz |  442 | -67 dBm | -30 dBm | fbf_2
 6975 MHz |  284 | -67 dBm | -30 dBm | fbf_2
 7075 MHz |   56 | -67 dBm | -30 dBm | fbf_2
 7150 MHz |  126 | -67 dBm | -30 dBm | fbf_2
 7575 MHz |  273 | -67 dBm | -30 dBm | fbf_2
 7675 MHz |  349 | -67 dBm | -30 dBm | fbf_2
 8050 MHz |   49 | -67 dBm | -30 dBm | fbf_2
 8100 MHz |   59 | -67 dBm | -30 dBm | fbf_2
 8425 MHz |  393 | -67 dBm | -30 dBm | fbf_2
 8575 MHz |  148 | -67 dBm | -30 dBm | fbf_2
 8850 MHz |  189 | -67 dBm | -30 dBm | fbf_2
 9000 MHz |  394 | -67 dBm | -30 dBm | fbf_2
 9275 MHz |  379 | -67 dBm | -30 dBm | fbf_2
 9350 MHz |  357 | -67 dBm | -30 dBm | fbf_2
 9400 MHz |  311 | -67 dBm | -30 dBm | fbf_2
 9550 MHz |  134 | -67 dBm | -30 dBm | fbf_2
 9650 MHz |  392 | -67 dBm | -30 dBm | fbf_2
 9700 MHz |  224 | -67 dBm | -30 dBm | fbf_2
 9975 MHz |  198 | -67 dBm | -30 dBm | fbf_2
10200 MHz |  143 | -67 dBm | -30 dBm | fbf_2
10375 MHz |  358 | -67 dBm | -30 dBm | fbf_2
10500 MHz |  124 | -67 dBm | -30 dBm | fbf_2
10650 MHz |  357 | -67 dBm | -30 dBm | fbf_2
10975 MHz |  224 | -67 dBm | -30 dBm | fbf_2
11150 MHz |   50 | -67 dBm | -30 dBm | fbf_2
11450 MHz |    7 | -67 dBm | -30 dBm | fbf_2
11600 MHz |  354 | -67 dBm | -30 dBm | fbf_2
11750 MHz |  405 | -67 dBm | -30 dBm | fbf_2
11800 MHz |  388 | -67 dBm | -30 dBm | fbf_2
11925 MHz |   68 | -67 dBm | -30 dBm | fbf_2
12350 MHz |  311 | -67 dBm | -30 dBm | fbf_2
12500 MHz |  156 | -67 dBm | -30 dBm | fbf_2
12575 MHz |  252 | -67 dBm | -30 dBm | fbf_2
12650 MHz |   30 | -67 dBm | -30 dBm | fbf_2
12725 MHz |   74 | -67 dBm | -30 dBm | fbf_2


*** Warnings ***
Frequency | Received Packets |Wanted Signal Level | Blocking Signal Level | Results
   60 MHz |  197 | -67 dBm | -30 dBm | fbf_1
  110 MHz |  128 | -67 dBm | -30 dBm | fbf_1
  160 MHz |   89 | -67 dBm | -30 dBm | fbf_1
  240 MHz |  328 | -67 dBm | -30 dBm | fbf_1
  450 MHz |  313 | -67 dBm | -30 dBm | fbf_1
  480 MHz |  267 | -67 dBm | -30 dBm | fbf_1
  510 MHz |  149 | -67 dBm | -30 dBm | fbf_1
  550 MHz |  205 | -67 dBm | -30 dBm | fbf_1
  560 MHz |  230 | -67 dBm | -30 dBm | fbf_1
  620 MHz |    6 | -67 dBm | -30 dBm | fbf_1
  650 MHz |  426 | -67 dBm | -30 dBm | fbf_1
  690 MHz |  108 | -67 dBm | -30 dBm | fbf_1
  760 MHz |  365 | -67 dBm | -30 dBm | fbf_1
  800 MHz |  145 | -67 dBm | -30 dBm | fbf_1
  840 MHz |  245 | -67 dBm | -30 dBm | fbf_1
  900 MHz |  437 | -67 dBm | -30 dBm | fbf_1
  910 MHz |  203 | -67 dBm | -30 dBm | fbf_1
  960 MHz |  333 | -67 dBm | -30 dBm | fbf_1
 1000 MHz |  140 | -67 dBm | -30 dBm | fbf_1
 1050 MHz |  401 | -67 dBm | -30 dBm | fbf_1
 1130 MHz |  102 | -67 dBm | -30 dBm | fbf_1
 1140 MHz |  311 | -67 dBm | -30 dBm | fbf_1
 1200 MHz |  326 | -67 dBm | -30 dBm | fbf_1
 1220 MHz |  150 | -67 dBm | -30 dBm | fbf_1
 1240 MHz |  163 | -67 dBm | -30 dBm | fbf_1
 1310 MHz |  236 | -67 dBm | -30 dBm | fbf_1
 1350 MHz |  176 | -67 dBm | -30 dBm | fbf_1
 1390 MHz |   71 | -67 dBm | -30 dBm | fbf_1
 1400 MHz |  388 | -67 dBm | -30 dBm | fbf_1
 1510 MHz |  461 | -67 dBm | -30 dBm | fbf_1
 1840 MHz |   90 | -67 dBm | -30 dBm | fbf_1
 1900 MHz |  300 | -67 dBm | -30 dBm | fbf_1
 1970 MHz |  358 | -67 dBm | -30 dBm | fbf_1
 1980 MHz |  370 | -67 dBm | -30 dBm | fbf_1
 2000 MHz |   39 | -67 dBm | -30 dBm | fbf_1
 2009 MHz |  352 | -67 dBm | -35 dBm | fbf_1
 2018 MHz |  283 | -67 dBm | -35 dBm | fbf_1
 2039 MHz |  189 | -67 dBm | -35 dBm | fbf_1
 2042 MHz |  186 | -67 dBm | -35 dBm | fbf_1
 2045 MHz |  119 | -67 dBm | -35 dBm | fbf_1
 2165 MHz |  345 | -67 dBm | -35 dBm | fbf_1
 2183 MHz |  451 | -67 dBm | -35 dBm | fbf_1
 2186 MHz |  289 | -67 dBm | -35 dBm | fbf_1
 2189 MHz |  112 | -67 dBm | -35 dBm | fbf_1
 2216 MHz |  416 | -67 dBm | -35 dBm | fbf_1
 2222 MHz |  252 | -67 dBm | -35 dBm | fbf_1
 2225 MHz |  439 | -67 dBm | -35 dBm | fbf_1
 2231 MHz |  100 | -67 dBm | -35 dBm | fbf_1
 2243 MHz |  326 | -67 dBm | -35 dBm | fbf_1
 2270 MHz |   43 | -67 dBm | -35 dBm | fbf_1
 2282 MHz |  155 | -67 dBm | -35 dBm | fbf_1
 2300 MHz |  375 | -67 dBm | -35 dBm | fbf_1
 2306 MHz |  137 | -67 dBm | -35 dBm | fbf_1
 2318 MHz |  419 | -67 dBm | -35 dBm | fbf_1
 2321 MHz |  458 | -67 dBm | -35 dBm | fbf_1
 2339 MHz |  312 | -67 dBm | -35 dBm | fbf_1
 2366 MHz |   85 | -67 dBm | -35 dBm | fbf_1
 2390 MHz |  308 | -67 dBm | -35 dBm | fbf_1
 2393 MHz |  352 | -67 dBm | -35 dBm | fbf_1
 2399 MHz |  360 | -67 dBm | -35 dBm | fbf_1
 2487 MHz |  277 | -67 dBm | -35 dBm | fbf_1
 2526 MHz |  411 | -67 dBm | -35 dBm | fbf_1
 2535 MHz |   19 | -67 dBm | -35 dBm | fbf_1
 2547 MHz |  427 | -67 dBm | -35 dBm | fbf_1
 2556 MHz |  454 | -67 dBm | -35 dBm | fbf_1
 2559 MHz |  337 | -67 dBm | -35 dBm | fbf_1
 2574 MHz |   27 | -67 dBm | -35 dBm | fbf_1
 2583 MHz |  395 | -67 dBm | -35 dBm | fbf_1
 2592 MHz |   23 | -67 dBm | -35 dBm | fbf_1
 2598 MHz |  372 | -67 dBm | -35 dBm | fbf_1
 2607 MHz |  199 | -67 dBm | -35 dBm | fbf_1
 2610 MHz |  255 | -67 dBm | -35 dBm | fbf_1
 2634 MHz |   35 | -67 dBm | -35 dBm | fbf_1
 2700 MHz |  107 | -67 dBm | -35 dBm | fbf_1
 2727 MHz |  414 | -67 dBm | -35 dBm | fbf_1
 2739 MHz |  339 | -67 dBm | -35 dBm | fbf_1
 2745 MHz |   16 | -67 dBm | -35 dBm | fbf_1
 2763 MHz |  165 | -67 dBm | -35 dBm | fbf_1
 2772 MHz |  415 | -67 dBm | -35 dBm | fbf_1
 2802 MHz |   24 | -67 dBm | -35 dBm | fbf_1
 2814 MHz |  324 | -67 dBm | -35 dBm | fbf_1
 2829 MHz |  101 | -67 dBm | -35 dBm | fbf_1
 2856 MHz |  404 | -67 dBm | -35 dBm | fbf_1
 2862 MHz |  189 | -67 dBm | -35 dBm | fbf_1
 2874 MHz |  379 | -67 dBm | -35 dBm | fbf_1
 2880 MHz |  285 | -67 dBm | -35 dBm | fbf_1
 2883 MHz |  245 | -67 dBm | -35 dBm | fbf_1
 2904 MHz |   13 | -67 dBm | -35 dBm | fbf_1
 2910 MHz |  333 | -67 dBm | -35 dBm | fbf_1
 2925 MHz |   42 | -67 dBm | -35 dBm | fbf_1
 2928 MHz |  199 | -67 dBm | -35 dBm | fbf_1
 2940 MHz |  187 | -67 dBm | -35 dBm | fbf_1
 2967 MHz |  417 | -67 dBm | -35 dBm | fbf_1
 2976 MHz |  176 | -67 dBm | -35 dBm | fbf_1
 2985 MHz |  211 | -67 dBm | -35 dBm | fbf_1
 2988 MHz |  148 | -67 dBm | -35 dBm | fbf_1
 3250 MHz |  184 | -67 dBm | -30 dBm | fbf_1
 3350 MHz |  254 | -67 dBm | -30 dBm | fbf_1
 3525 MHz |  300 | -67 dBm | -30 dBm | fbf_1
 3625 MHz |  293 | -67 dBm | -30 dBm | fbf_1
 3650 MHz |  360 | -67 dBm | -30 dBm | fbf_1
 3675 MHz |  220 | -67 dBm | -30 dBm | fbf_1
 3800 MHz |    4 | -67 dBm | -30 dBm | fbf_1
 4125 MHz |  374 | -67 dBm | -30 dBm | fbf_1
 4225 MHz |  305 | -67 dBm | -30 dBm | fbf_1
 4400 MHz |  293 | -67 dBm | -30 dBm | fbf_1
 4425 MHz |  367 | -67 dBm | -30 dBm | fbf_1
 4525 MHz |  263 | -67 dBm | -30 dBm | fbf_1
 4725 MHz |  326 | -67 dBm | -30 dBm | fbf_1
 4750 MHz |  118 | -67 dBm | -30 dBm | fbf_1
 4875 MHz |  351 | -67 dBm | -30 dBm | fbf_1
 4925 MHz |  147 | -67 dBm | -30 dBm | fbf_1
 4975 MHz |   49 | -67 dBm | -30 dBm | fbf_1
 5100 MHz |  165 | -67 dBm | -30 dBm | fbf_1
 5400 MHz |  185 | -67 dBm | -30 dBm | fbf_1
 5525 MHz |   46 | -67 dBm | -30 dBm | fbf_1
 5550 MHz |  228 | -67 dBm | -30 dBm | fbf_1
 5825 MHz |  433 | -67 dBm | -30 dBm | fbf_1
 5950 MHz |   58 | -67 dBm | -30 dBm | fbf_1
 5975 MHz |   55 | -67 dBm | -30 dBm | fbf_1
 6025 MHz |  142 | -67 dBm | -30 dBm | fbf_1
 6100 MHz |   69 | -67 dBm | -30 dBm | fbf_1
 6175 MHz |  405 | -67 dBm | -30 dBm | fbf_1
 6425 MHz |  180 | -67 dBm | -30 dBm | fbf_1
 6475 MHz |  291 | -67 dBm | -30 dBm | fbf_1
 6500 MHz |  392 | -67 dBm | -30 dBm | fbf_1
 6575 MHz |   25 | -67 dBm | -30 dBm | fbf_1
 6600 MHz |   79 | -67 dBm | -30 dBm | fbf_1
 6725 MHz |    9 | -67 dBm | -30 dBm | fbf_1
 6825 MHz |  170 | -67 dBm | -30 dBm | fbf_1
 6925 MHz |  113 | -67 dBm | -30 dBm | fbf_1
 7325 MHz |   71 | -67 dBm | -30 dBm | fbf_1
 7400 MHz |    2 | -67 dBm | -30 dBm | fbf_1
 7425 MHz |  193 | -67 dBm | -30 dBm | fbf_1
 7475 MHz |  350 | -67 dBm | -30 dBm | fbf_1
 7525 MHz |  457 | -67 dBm | -30 dBm | fbf_1
 7550 MHz |   26 | -67 dBm | -30 dBm | fbf_1
 7600 MHz |  404 | -67 dBm | -30 dBm | fbf_1
 7625 MHz |  105 | -67 dBm | -30 dBm | fbf_1
 7775 MHz |   91 | -67 dBm | -30 dBm | fbf_1
 7800 MHz |   94 | -67 dBm | -30 dBm | fbf_1
 7900 MHz |   96 | -67 dBm | -30 dBm | fbf_1
 8000 MHz |   30 | -67 dBm | -30 dBm | fbf_1
 8125 MHz |  392 | -67 dBm | -30 dBm | fbf_1
 8250 MHz |  164 | -67 dBm | -30 dBm | fbf_1
 8275 MHz |  213 | -67 dBm | -30 dBm | fbf_1
 8400 MHz |  442 | -67 dBm | -30 dBm | fbf_1
 8525 MHz |  143 | -67 dBm | -30 dBm | fbf_1
 8550 MHz |   21 | -67 dBm | -30 dBm | fbf_1
 8600 MHz |  316 | -67 dBm | -30 dBm | fbf_1
 8650 MHz |  396 | -67 dBm | -30 dBm | fbf_1
 8750 MHz |   72 | -67 dBm | -30 dBm | fbf_1
 8825 MHz |  175 | -67 dBm | -30 dBm | fbf_1
 8975 MHz |  117 | -67 dBm | -30 dBm | fbf_1
 9200 MHz |  269 | -67 dBm | -30 dBm | fbf_1
 9325 MHz |   43 | -67 dBm | -30 dBm | fbf_1
 9425 MHz |   10 | -67 dBm | -30 dBm | fbf_1
 9475 MHz |   72 | -67 dBm | -30 dBm | fbf_1
 9500 MHz |  188 | -67 dBm | -30 dBm | fbf_1
 9750 MHz |  446 | -67 dBm | -30 dBm | fbf_1
 9875 MHz |   29 | -67 dBm | -30 dBm | fbf_1
 9950 MHz |  436 | -67 dBm | -30 dBm | fbf_1
10050 MHz |  197 | -67 dBm | -30 dBm | fbf_1
10400 MHz |  118 | -67 dBm | -30 dBm | fbf_1
10525 MHz |  280 | -67 dBm | -30 dBm | fbf_1
10550 MHz |  304 | -67 dBm | -30 dBm | fbf_1
10750 MHz |  437 | -67 dBm | -30 dBm | fbf_1
10800 MHz |  238 | -67 dBm | -30 dBm | fbf_1
10900 MHz |  450 | -67 dBm | -30 dBm | fbf_1
10925 MHz |  402 | -67 dBm | -30 dBm | fbf_1
11100 MHz |   43 | -67 dBm | -30 dBm | fbf_1
11300 MHz |  336 | -67 dBm | -30 dBm | fbf_1
11400 MHz |   58 | -67 dBm | -30 dBm | fbf_1
11425 MHz |  225 | -67 dBm | -30 dBm | fbf_1
11525 MHz |  282 | -67 dBm | -30 dBm | fbf_1
11850 MHz |  142 | -67 dBm | -30 dBm | fbf_1
12075 MHz |  410 | -67 dBm | -30 dBm | fbf_1
12150 MHz |  237 | -67 dBm | -30 dBm | fbf_1
12200 MHz |  315 | -67 dBm | -30 dBm | fbf_1
12375 MHz |  118 | -67 dBm | -30 dBm | fbf_1
12675 MHz |  163 | -67 dBm | -30 dBm | fbf_1


*** All Results ***
Frequency | Received Packets |Wanted Signal Level | Blocking Signal Level | Results
   30 MHz |  940 | -67 dBm | -30 dBm | Pass
   40 MHz | 1152 | -67 dBm | -30 dBm | Pass
   50 MHz |  360 | -67 dBm | -30 dBm | fbf_2
   60 MHz |  197 | -67 dBm | -30 dBm | fbf_1
   70 MHz |  307 | -67 dBm | -30 dBm | fbf_2
   80 MHz |  679 | -67 dBm | -30 dBm | Pass
   90 MHz |  118 | -67 dBm | -30 dBm | fbf_2
  100 MHz |  312 | -67 dBm | -30 dBm | fbf_2
  110 MHz |  128 | -67 dBm | -30 dBm | fbf_1
  120 MHz |  805 | -67 dBm | -30 dBm | Pass
  130 MHz | 1250 | -67 dBm | -30 dBm | Pass
  140 MHz |  221 | -67 dBm | -30 dBm | fbf_2
  150 MHz |  829 | -67 dBm | -30 dBm | Pass
  160 MHz |   89 | -67 dBm | -30 dBm | fbf_1
  170 MHz |  466 | -67 dBm | -30 dBm | Pass
  180 MHz | 1419 | -67 dBm | -30 dBm | Pass
  190 MHz | 1404 | -67 dBm | -30 dBm | Pass
  200 MHz |  546 | -67 dBm | -30 dBm | Pass
  210 MHz |  810 | -67 dBm | -30 dBm | Pass
  220 MHz |  760 | -67 dBm | -30 dBm | Pass
  230 MHz |  992 | -67 dBm | -30 dBm | Pass
  240 MHz |  328 | -67 dBm | -30 dBm | fbf_1
  250 MHz | 1112 | -67 dBm | -30 dBm | Pass
  260 MHz | 1300 | -67 dBm | -30 dBm | Pass
  270 MHz |  716 | -67 dBm | -30 dBm | Pass
  280 MHz |  562 | -67 dBm | -30 dBm | Pass
  290 MHz |  187 | -67 dBm | -30 dBm | fbf_2
  300 MHz |  462 | -67 dBm | -30 dBm | Pass
  310 MHz |  626 | -67 dBm | -30 dBm | Pass
  320 MHz |  466 | -67 dBm | -30 dBm | Pass
  330 MHz | 1336 | -67 dBm | -30 dBm | Pass
  340 MHz |  741 | -67 dBm | -30 dBm | Pass
  350 MHz | 1192 | -67 dBm | -30 dBm | Pass
  360 MHz |  535 | -67 dBm | -30 dBm | Pass
  370 MHz | 1207 | -67 dBm | -30 dBm | Pass
  380 MHz |  998 | -67 dBm | -30 dBm | Pass
  390 MHz |  900 | -67 dBm | -30 dBm | Pass
  400 MHz | 1215 | -67 dBm | -30 dBm | Pass
  410 MHz |  538 | -67 dBm | -30 dBm | Pass
  420 MHz |  531 | -67 dBm | -30 dBm | Pass
  430 MHz |  248 | -67 dBm | -30 dBm | fbf_2
  440 MHz |  750 | -67 dBm | -30 dBm | Pass
  450 MHz |  313 | -67 dBm | -30 dBm | fbf_1
  460 MHz | 1469 | -67 dBm | -30 dBm | Pass
  470 MHz |   63 | -67 dBm | -30 dBm | fbf_2
  480 MHz |  267 | -67 dBm | -30 dBm | fbf_1
  490 MHz | 1216 | -67 dBm | -30 dBm | Pass
  500 MHz |   14 | -67 dBm | -30 dBm | fbf_2
  510 MHz |  149 | -67 dBm | -30 dBm | fbf_1
  520 MHz |  808 | -67 dBm | -30 dBm | Pass
  530 MHz | 1426 | -67 dBm | -30 dBm | Pass
  540 MHz | 1273 | -67 dBm | -30 dBm | Pass
  550 MHz |  205 | -67 dBm | -30 dBm | fbf_1
  560 MHz |  230 | -67 dBm | -30 dBm | fbf_1
  570 MHz | 1401 | -67 dBm | -30 dBm | Pass
  580 MHz |   33 | -67 dBm | -30 dBm | fbf_2
  590 MHz | 1459 | -67 dBm | -30 dBm | Pass
  600 MHz | 1166 | -67 dBm | -30 dBm | Pass
  610 MHz |  730 | -67 dBm | -30 dBm | Pass
  620 MHz |    6 | -67 dBm | -30 dBm | fbf_1
  630 MHz | 1312 | -67 dBm | -30 dBm | Pass
  640 MHz |  474 | -67 dBm | -30 dBm | Pass
  650 MHz |  426 | -67 dBm | -30 dBm | fbf_1
  660 MHz |  770 | -67 dBm | -30 dBm | Pass
  670 MHz | 1368 | -67 dBm | -30 dBm | Pass
  680 MHz |  476 | -67 dBm | -30 dBm | Pass
  690 MHz |  108 | -67 dBm | -30 dBm | fbf_1
  700 MHz |  473 | -67 dBm | -30 dBm | Pass
  710 MHz |  983 | -67 dBm | -30 dBm | Pass
  720 MHz | 1207 | -67 dBm | -30 dBm | Pass
  730 MHz | 1246 | -67 dBm | -30 dBm | Pass
  740 MHz |  765 | -67 dBm | -30 dBm | Pass
  750 MHz | 1212 | -67 dBm | -30 dBm | Pass
  760 MHz |  365 | -67 dBm | -30 dBm | fbf_1
  770 MHz |  375 | -67 dBm | -30 dBm | fbf_2
  780 MHz | 1405 | -67 dBm | -30 dBm | Pass
  790 MHz | 1080 | -67 dBm | -30 dBm | Pass
  800 MHz |  145 | -67 dBm | -30 dBm | fbf_1
  810 MHz |  530 | -67 dBm | -30 dBm | Pass
  820 MHz | 1409 | -67 dBm | -30 dBm | Pass
  830 MHz | 1455 | -67 dBm | -30 dBm | Pass
  840 MHz |  245 | -67 dBm | -30 dBm | fbf_1
  850 MHz |  746 | -67 dBm | -30 dBm | Pass
  860 MHz |  561 | -67 dBm | -30 dBm | Pass
  870 MHz |  134 | -67 dBm | -30 dBm | fbf_2
  880 MHz | 1149 | -67 dBm | -30 dBm | Pass
  890 MHz |  463 | -67 dBm | -30 dBm | Pass
  900 MHz |  437 | -67 dBm | -30 dBm | fbf_1
  910 MHz |  203 | -67 dBm | -30 dBm | fbf_1
  920 MHz | 1189 | -67 dBm | -30 dBm | Pass
  930 MHz |  925 | -67 dBm | -30 dBm | Pass
  940 MHz |  610 | -67 dBm | -30 dBm | Pass
  950 MHz |  613 | -67 dBm | -30 dBm | Pass
  960 MHz |  333 | -67 dBm | -30 dBm | fbf_1
  970 MHz |  896 | -67 dBm | -30 dBm | Pass
  980 MHz | 1040 | -67 dBm | -30 dBm | Pass
  990 MHz | 1228 | -67 dBm | -30 dBm | Pass
 1000 MHz |  140 | -67 dBm | -30 dBm | fbf_1
 1010 MHz |  626 | -67 dBm | -30 dBm | Pass
 1020 MHz | 1196 | -67 dBm | -30 dBm | Pass
 1030 MHz | 1311 | -67 dBm | -30 dBm | Pass
 1040 MHz |  143 | -67 dBm | -30 dBm | fbf_2
 1050 MHz |  401 | -67 dBm | -30 dBm | fbf_1
 1060 MHz | 1131 | -67 dBm | -30 dBm | Pass
 1070 MHz | 1410 | -67 dBm | -30 dBm | Pass
 1080 MHz |  914 | -67 dBm | -30 dBm | Pass
 1090 MHz |  875 | -67 dBm | -30 dBm | Pass
 1100 MHz |  541 | -67 dBm | -30 dBm | Pass
 1110 MHz |  816 | -67 dBm | -30 dBm | Pass
 1120 MHz |  660 | -67 dBm | -30 dBm | Pass
 1130 MHz |  102 | -67 dBm | -30 dBm | fbf_1
 1140 MHz |  311 | -67 dBm | -30 dBm | fbf_1
 1150 MHz | 1439 | -67 dBm | -30 dBm | Pass
 1160 MHz |  429 | -67 dBm | -30 dBm | fbf_2
 1170 MHz |  744 | -67 dBm | -30 dBm | Pass
 1180 MHz | 1040 | -67 dBm | -30 dBm | Pass
 1190 MHz | 1212 | -67 dBm | -30 dBm | Pass
 1200 MHz |  326 | -67 dBm | -30 dBm | fbf_1
 1210 MHz |  832 | -67 dBm | -30 dBm | Pass
 1220 MHz |  150 | -67 dBm | -30 dBm | fbf_1
 1230 MHz | 1176 | -67 dBm | -30 dBm | Pass
 1240 MHz |  163 | -67 dBm | -30 dBm | fbf_1
 1250 MHz |  428 | -67 dBm | -30 dBm | fbf_2
 1260 MHz |   36 | -67 dBm | -30 dBm | fbf_2
 1270 MHz |  871 | -67 dBm | -30 dBm | Pass
 1280 MHz |  869 | -67 dBm | -30 dBm | Pass
 1290 MHz | 1366 | -67 dBm | -30 dBm | Pass
 1300 MHz |  754 | -67 dBm | -30 dBm | Pass
 1310 MHz |  236 | -67 dBm | -30 dBm | fbf_1
 1320 MHz |  591 | -67 dBm | -30 dBm | Pass
 1330 MHz |  642 | -67 dBm | -30 dBm | Pass
 1340 MHz |  178 | -67 dBm | -30 dBm | fbf_2
 1350 MHz |  176 | -67 dBm | -30 dBm | fbf_1
 1360 MHz |  464 | -67 dBm | -30 dBm | Pass
 1370 MHz |  793 | -67 dBm | -30 dBm | Pass
 1380 MHz |   39 | -67 dBm | -30 dBm | fbf_2
 1390 MHz |   71 | -67 dBm | -30 dBm | fbf_1
 1400 MHz |  388 | -67 dBm | -30 dBm | fbf_1
 1410 MHz | 1183 | -67 dBm | -30 dBm | Pass
 1420 MHz |  599 | -67 dBm | -30 dBm | Pass
 1430 MHz |  576 | -67 dBm | -30 dBm | Pass
 1440 MHz |  776 | -67 dBm | -30 dBm | Pass
 1450 MHz |  911 | -67 dBm | -30 dBm | Pass
 1460 MHz | 1383 | -67 dBm | -30 dBm | Pass
 1470 MHz |  579 | -67 dBm | -30 dBm | Pass
 1480 MHz |  705 | -67 dBm | -30 dBm | Pass
 1490 MHz |  446 | -67 dBm | -30 dBm | fbf_2
 1500 MHz |  422 | -67 dBm | -30 dBm | fbf_2
 1510 MHz |  461 | -67 dBm | -30 dBm | fbf_1
 1520 MHz | 1074 | -67 dBm | -30 dBm | Pass
 1530 MHz | 1375 | -67 dBm | -30 dBm | Pass
 1540 MHz | 1362 | -67 dBm | -30 dBm | Pass
 1550 MHz |  565 | -67 dBm | -30 dBm | Pass
 1560 MHz |  531 | -67 dBm | -30 dBm | Pass
 1570 MHz |  555 | -67 dBm | -30 dBm | Pass
 1580 MHz |  204 | -67 dBm | -30 dBm | fbf_2
