*** Failures ***
Frequency | Received Packets |Wanted Signal Level | Blocking Signal Level | Results
12050 MHz |   57 | -67 dBm | -30 dBm | fbf_1
12075 MHz |   31 | -67 dBm | -30 dBm | fbf_1
12125 MHz |  317 | -67 dBm | -30 dBm | fbf_1
12175 MHz |  369 | -67 dBm | -30 dBm | fbf_1
12200 MHz |  133 | -67 dBm | -30 dBm | fbf_1
12575 MHz |  385 | -67 dBm | -30 dBm | fbf_1
12625 MHz |   54 | -67 dBm | -30 dBm | fbf_1
12675 MHz |  168 | -67 dBm | -30 dBm | fbf_1
12725 MHz |  258 | -67 dBm | -30 dBm | fbf_1


*** All Results ***
Frequency | Received Packets |Wanted Signal Level | Blocking Signal Level | Results
   30 MHz |  272 | -67 dBm | -30 dBm | fbf_2
   40 MHz | 1207 | -67 dBm | -30 dBm | Pass
   50 MHz | 1021 | -67 dBm | -30 dBm | Pass
   60 MHz | 1319 | -67 dBm | -30 dBm | Pass
   70 MHz |  862 | -67 dBm | -30 dBm | Pass
   80 MHz | 1110 | -67 dBm | -30 dBm | Pass
   90 MHz |  575 | -67 dBm | -30 dBm | Pass
  100 MHz |  787 | -67 dBm | -30 dBm | Pass
  110 MHz |  393 | -67 dBm | -30 dBm | fbf_1
  120 MHz |  675 | -67 dBm | -30 dBm | Pass
  130 MHz |  317 | -67 dBm | -30 dBm | fbf_1
  140 MHz | 1406 | -67 dBm | -30 dBm | Pass
  150 MHz |  718 | -67 dBm | -30 dBm | Pass
  160 MHz | 1039 | -67 dBm | -30 dBm | Pass
  170 MHz | 1182 | -67 dBm | -30 dBm | Pass
  180 MHz | 1061 | -67 dBm | -30 dBm | Pass
  190 MHz |  233 | -67 dBm | -30 dBm | fbf_2
  200 MHz |  932 | -67 dBm | -30 dBm | Pass
  210 MHz |  375 | -67 dBm | -30 dBm | fbf_1
  220 MHz | 1168 | -67 dBm | -30 dBm | Pass
  230 MHz |  871 | -67 dBm | -30 dBm | Pass
  240 MHz |  207 | -67 dBm | -30 dBm | fbf_1
  250 MHz |  771 | -67 dBm | -30 dBm | Pass
  260 MHz |  882 | -67 dBm | -30 dBm | Pass
  270 MHz |   74 | -67 dBm | -30 dBm | fbf_1
  280 MHz |  352 | -67 dBm | -30 dBm | fbf_1
  290 MHz |  115 | -67 dBm | -30 dBm | fbf_1
  300 MHz | 1423 | -67 dBm | -30 dBm | Pass
  310 MHz | 1341 | -67 dBm | -30 dBm | Pass
  320 MHz |  642 | -67 dBm | -30 dBm | Pass
  330 MHz |  188 | -67 dBm | -30 dBm | fbf_2
  340 MHz |  196 | -67 dBm | -30 dBm | fbf_1
  350 MHz |  972 | -67 dBm | -30 dBm | Pass
  360 MHz |   66 | -67 dBm | -30 dBm | fbf_1
  370 MHz |  832 | -67 dBm | -30 dBm | Pass
  380 MHz |   34 | -67 dBm | -30 dBm | fbf_1
  390 MHz |  621 | -67 dBm | -30 dBm | Pass
  400 MHz |  991 | -67 dBm | -30 dBm | Pass
  410 MHz | 1327 | -67 dBm | -30 dBm | Pass
  420 MHz |  183 | -67 dBm | -30 dBm | fbf_2
  430 MHz |   55 | -67 dBm | -30 dBm | fbf_2
  440 MHz |  758 | -67 dBm | -30 dBm | Pass
  450 MHz |  646 | -67 dBm | -30 dBm | Pass
  460 MHz | 1094 | -67 dBm | -30 dBm | Pass
  470 MHz |  661 | -67 dBm | -30 dBm | Pass
  480 MHz |  761 | -67 dBm | -30 dBm | Pass
  490 MHz | 1007 | -67 dBm | -30 dBm | Pass
  500 MHz |  376 | -67 dBm | -30 dBm | fbf_2
  510 MHz |  363 | -67 dBm | -30 dBm | fbf_1
  520 MHz |  174 | -67 dBm | -30 dBm | fbf_1
  530 MHz |  717 | -67 dBm | -30 dBm | Pass
  540 MHz |   21 | -67 dBm | -30 dBm | fbf_1
  550 MHz |  310 | -67 dBm | -30 dBm | fbf_2
  560 MHz | 1256 | -67 dBm | -30 dBm | Pass
  570 MHz |   67 | -67 dBm | -30 dBm | fbf_1
  580 MHz | 1275 | -67 dBm | -30 dBm | Pass
  590 MHz |  237 | -67 dBm | -30 dBm | fbf_1
  600 MHz |  825 | -67 dBm | -30 dBm | Pass
  610 MHz | 1429 | -67 dBm | -30 dBm | Pass
  620 MHz |  822 | -67 dBm | -30 dBm | Pass
  630 MHz |  882 | -67 dBm | -30 dBm | Pass
  640 MHz | 1104 | -67 dBm | -30 dBm | Pass
  650 MHz |   16 | -67 dBm | -30 dBm | fbf_1
  660 MHz |  726 | -67 dBm | -30 dBm | Pass
  670 MHz |  612 | -67 dBm | -30 dBm | Pass
  680 MHz |  499 | -67 dBm | -30 dBm | Pass
  690 MHz |  498 | -67 dBm | -30 dBm | Pass
  700 MHz |  680 | -67 dBm | -30 dBm | Pass
  710 MHz |  983 | -67 dBm | -30 dBm | Pass
  720 MHz | 1299 | -67 dBm | -30 dBm | Pass
  730 MHz |  157 | -67 dBm | -30 dBm | fbf_1
  740 MHz |  707 | -67 dBm | -30 dBm | Pass
  750 MHz |  355 | -67 dBm | -30 dBm | fbf_1
  760 MHz |  160 | -67 dBm | -30 dBm | fbf_1
  770 MHz | 1169 | -67 dBm | -30 dBm | Pass
  780 MHz | 1479 | -67 dBm | -30 dBm | Pass
  790 MHz |  709 | -67 dBm | -30 dBm | Pass
  800 MHz | 1093 | -67 dBm | -30 dBm | Pass
  810 MHz | 1276 | -67 dBm | -30 dBm | Pass
  820 MHz |  907 | -67 dBm | -30 dBm | Pass
  830 MHz |  220 | -67 dBm | -30 dBm | fbf_1
  840 MHz |  870 | -67 dBm | -30 dBm | Pass
  850 MHz | 1036 | -67 dBm | -30 dBm | Pass
  860 MHz |  232 | -67 dBm | -30 dBm | fbf_1
  870 MHz |  486 | -67 dBm | -30 dBm | Pass
  880 MHz |  480 | -67 dBm | -30 dBm | Pass
  890 MHz | 1072 | -67 dBm | -30 dBm | Pass
  900 MHz | 1464 | -67 dBm | -30 dBm | Pass
  910 MHz |  658 | -67 dBm | -30 dBm | Pass
  920 MHz |  476 | -67 dBm | -30 dBm | Pass
  930 MHz |  434 | -67 dBm | -30 dBm | fbf_2
  940 MHz |  963 | -67 dBm | -30 dBm | Pass
  950 MHz | 1144 | -67 dBm | -30 dBm | Pass
  960 MHz |  530 | -67 dBm | -30 dBm | Pass
  970 MHz |  573 | -67 dBm | -30 dBm | Pass
  980 MHz |  161 | -67 dBm | -30 dBm | fbf_1
  990 MHz |  811 | -67 dBm | -30 dBm | Pass
 1000 MHz | 1080 | -67 dBm | -30 dBm | Pass
 1010 MHz | 1232 | -67 dBm | -30 dBm | Pass
 1020 MHz |  336 | -67 dBm | -30 dBm | fbf_1
 1030 MHz |  313 | -67 dBm | -30 dBm | fbf_1
 1040 MHz | 1499 | -67 dBm | -30 dBm | Pass
 1050 MHz | 1244 | -67 dBm | -30 dBm | Pass
 1060 MHz |  905 | -67 dBm | -30 dBm | Pass
 1070 MHz |  396 | -67 dBm | -30 dBm | fbf_1
 1080 MHz |  684 | -67 dBm | -30 dBm | Pass
 1090 MHz | 1410 | -67 dBm | -30 dBm | Pass
 1100 MHz |  715 | -67 dBm | -30 dBm | Pass
 1110 MHz |  313 | -67 dBm | -30 dBm | fbf_1
 1120 MHz |  749 | -67 dBm | -30 dBm | Pass
 1130 MHz |  388 | -67 dBm | -30 dBm | fbf_1
 1140 MHz |  229 | -67 dBm | -30 dBm | fbf_1
 1150 MHz |  845 | -67 dBm | -30 dBm | Pass
 1160 MHz |  957 | -67 dBm | -30 dBm | Pass
 1170 MHz |  608 | -67 dBm | -30 dBm | Pass
 1180 MHz |   14 | -67 dBm | -30 dBm | fbf_2
 1190 MHz |  548 | -67 dBm | -30 dBm | Pass
 1200 MHz |  308 | -67 dBm | -30 dBm | fbf_2
 1210 MHz |  431 | -67 dBm | -30 dBm | fbf_1
 1220 MHz | 1009 | -67 dBm | -30 dBm | Pass
 1230 MHz |  568 | -67 dBm | -30 dBm | Pass
 1240 MHz | 1097 | -67 dBm | -30 dBm | Pass
 1250 MHz |  379 | -67 dBm | -30 dBm | fbf_2
 1260 MHz |  718 | -67 dBm | -30 dBm | Pass
 1270 MHz |  418 | -67 dBm | -30 dBm | fbf_1
 1280 MHz |  626 | -67 dBm | -30 dBm | Pass
 1290 MHz |  135 | -67 dBm | -30 dBm | fbf_1
 1300 MHz | 1361 | -67 dBm | -30 dBm | Pass
 1310 MHz |  513 | -67 dBm | -30 dBm | Pass
 1320 MHz | 1143 | -67 dBm | -30 dBm | Pass
 1330 MHz | 1229 | -67 dBm | -30 dBm | Pass
 1340 MHz |  644 | -67 dBm | -30 dBm | Pass
 1350 MHz | 1437 | -67 dBm | -30 dBm | Pass
 1360 MHz | 1190 | -67 dBm | -30 dBm | Pass
 1370 MHz |  702 | -67 dBm | -30 dBm | Pass
 1380 MHz |  887 | -67 dBm | -30 dBm | Pass
 1390 MHz |  127 | -67 dBm | -30 dBm | fbf_1
 1400 MHz | 1038 | -67 dBm | -30 dBm | Pass
 1410 MHz |  230 | -67 dBm | -30 dBm | fbf_1
 1420 MHz | 1394 | -67 dBm | -30 dBm | Pass
 1430 MHz |  170 | -67 dBm | -30 dBm | fbf_1
 1440 MHz |  689 | -67 dBm | -30 dBm | Pass
 1450 MHz |  787 | -67 dBm | -30 dBm | Pass
 1460 MHz |   22 | -67 dBm | -30 dBm | fbf_2
 1470 MHz |  456 | -67 dBm | -30 dBm | fbf_1
 1480 MHz |  418 | -67 dBm | -30 dBm | fbf_1
 1490 MHz | 1472 | -67 dBm | -30 dBm | Pass
 1500 MHz |  963 | -67 dBm | -30 dBm | Pass
 1510 MHz |  280 | -67 dBm | -30 dBm | fbf_1
 1520 MHz | 1249 | -67 dBm | -30 dBm | Pass
 1530 MHz |  502 | -67 dBm | -30 dBm | Pass
 1540 MHz |  932 | -67 dBm | -30 dBm | Pass
 1550 MHz |  612 | -67 dBm | -30 dBm | Pass
 1560 MHz |  804 | -67 dBm | -30 dBm | Pass
 1570 MHz |    9 | -67 dBm | -30 dBm | fbf_1
 1580 MHz | 1352 | -67 dBm | -30 dBm | Pass
 1590 MHz | 1282 | -67 dBm | -30 dBm | Pass
