*** Failures ***
Frequency | Received Packets |Wanted Signal Level | Blocking Signal Level | Results
  350 MHz |  680 | -67 dBm | -30 dBm | Pass
  360 MHz |  728 | -67 dBm | -30 dBm | Pass
  370 MHz |  341 | -67 dBm | -30 dBm | Pass
  380 MHz |  283 | -67 dBm | -30 dBm | Pass
  390 MHz | 1092 | -67 dBm | -30 dBm | Pass
  400 MHz |  642 | -67 dBm | -30 dBm | Pass
  410 MHz | 1314 | -67 dBm | -30 dBm | Pass
  420 MHz |  910 | -67 dBm | -30 dBm | Pass
  430 MHz |  444 | -67 dBm | -30 dBm | Pass
  440 MHz |  337 | -67 dBm | -30 dBm | Pass
  450 MHz |  433 | -67 dBm | -30 dBm | Pass
  460 MHz |  316 | -67 dBm | -30 dBm | Pass
  470 MHz | 1090 | -67 dBm | -30 dBm | Pass
  480 MHz |  640 | -67 dBm | -30 dBm | Pass
  490 MHz |  981 | -67 dBm | -30 dBm | Pass
  500 MHz | 1392 | -67 dBm | -30 dBm | Pass
  510 MHz |  796 | -67 dBm | -30 dBm | Pass
  520 MHz |  127 | -67 dBm | -30 dBm | Pass
  530 MHz |  288 | -67 dBm | -30 dBm | Pass
  540 MHz | 1298 | -67 dBm | -30 dBm | Pass
  550 MHz | 1130 | -67 dBm | -30 dBm | Pass
  560 MHz |  377 | -67 dBm | -30 dBm | Pass
  570 MHz |  327 | -67 dBm | -30 dBm | Pass
  580 MHz | 1369 | -67 dBm | -30 dBm | Pass
  590 MHz |  425 | -67 dBm | -30 dBm | Pass
  600 MHz |  936 | -67 dBm | -30 dBm | Pass
  610 MHz |   90 | -67 dBm | -30 dBm | Pass
  620 MHz |  805 | -67 dBm | -30 dBm | Pass
  630 MHz | 1336 | -67 dBm | -30 dBm | Pass
  640 MHz |  563 | -67 dBm | -30 dBm | Pass
  650 MHz |  809 | -67 dBm | -30 dBm | Pass
  660 MHz | 1448 | -67 dBm | -30 dBm | Pass
  670 MHz | 1371 | -67 dBm | -30 dBm | Pass
  680 MHz |  920 | -67 dBm | -30 dBm | Pass
  690 MHz |  860 | -67 dBm | -30 dBm | Pass
  700 MHz | 1194 | -67 dBm | -30 dBm | Pass
  710 MHz |  277 | -67 dBm | -30 dBm | Pass
  720 MHz | 1001 | -67 dBm | -30 dBm | Pass
  730 MHz |  419 | -67 dBm | -30 dBm | Pass
  740 MHz |  857 | -67 dBm | -30 dBm | Pass
  750 MHz |   92 | -67 dBm | -30 dBm | Pass
  760 MHz |   13 | -67 dBm | -30 dBm | fbf_1
  770 MHz |  137 | -67 dBm | -30 dBm | Pass
  780 MHz |  240 | -67 dBm | -30 dBm | Pass
  790 MHz |  145 | -67 dBm | -30 dBm | Pass
  800 MHz |  298 | -67 dBm | -30 dBm | Pass
  810 MHz | 1069 | -67 dBm | -30 dBm | Pass
  820 MHz |  819 | -67 dBm | -30 dBm | Pass
  830 MHz | 1324 | -67 dBm | -30 dBm | Pass
  840 MHz |  661 | -67 dBm | -30 dBm | Pass
  850 MHz | 1372 | -67 dBm | -30 dBm | Pass
  860 MHz | 1008 | -67 dBm | -30 dBm | Pass
  870 MHz |  185 | -67 dBm | -30 dBm | Pass
  880 MHz |  683 | -67 dBm | -30 dBm | Pass
  890 MHz |  875 | -67 dBm | -30 dBm | Pass
  900 MHz |  293 | -67 dBm | -30 dBm | Pass
  910 MHz | 1253 | -67 dBm | -30 dBm | Pass
  920 MHz |  539 | -67 dBm | -30 dBm | Pass
  930 MHz | 1168 | -67 dBm | -30 dBm | Pass
  940 MHz | 1106 | -67 dBm | -30 dBm | Pass
  950 MHz |  918 | -67 dBm | -30 dBm | Pass
  960 MHz |  480 | -67 dBm | -30 dBm | Pass
  970 MHz | 1422 | -67 dBm | -30 dBm | Pass
  980 MHz |  812 | -67 dBm | -30 dBm | Pass
  990 MHz | 1161 | -67 dBm | -30 dBm | Pass
 1000 MHz |  281 | -67 dBm | -30 dBm | Pass
 1010 MHz |  859 | -67 dBm | -30 dBm | Pass
 1020 MHz |  302 | -67 dBm | -30 dBm | Pass
 1030 MHz | 1296 | -67 dBm | -30 dBm | Pass
 1040 MHz |  104 | -67 dBm | -30 dBm | Pass
 1050 MHz |  451 | -67 dBm | -30 dBm | Pass
 1060 MHz |   74 | -67 dBm | -30 dBm | Pass
 1070 MHz | 1380 | -67 dBm | -30 dBm | Pass
 1080 MHz |  214 | -67 dBm | -30 dBm | Pass
 1090 MHz |  458 | -67 dBm | -30 dBm | Pass
 1100 MHz |  401 | -67 dBm | -30 dBm | Pass
 1110 MHz |  309 | -67 dBm | -30 dBm | Pass
 1120 MHz |  705 | -67 dBm | -30 dBm | Pass
 1130 MHz | 1127 | -67 dBm | -30 dBm | Pass
 1140 MHz |  863 | -67 dBm | -30 dBm | Pass
 1150 MHz | 1008 | -67 dBm | -30 dBm | Pass
 1160 MHz | 1013 | -67 dBm | -30 dBm | Pass
 1170 MHz |  742 | -67 dBm | -30 dBm | Pass
 1180 MHz | 1432 | -67 dBm | -30 dBm | Pass
 1190 MHz |   25 | -67 dBm | -30 dBm | fbf_1
 1200 MHz |   66 | -67 dBm | -30 dBm | Pass
 1210 MHz | 1087 | -67 dBm | -30 dBm | Pass
 1220 MHz | 1127 | -67 dBm | -30 dBm | Pass
 1230 MHz | 1472 | -67 dBm | -30 dBm | Pass
 1240 MHz |  405 | -67 dBm | -30 dBm | Pass
 1250 MHz | 1153 | -67 dBm | -30 dBm | Pass
 1260 MHz |  851 | -67 dBm | -30 dBm | Pass
 1270 MHz |  148 | -67 dBm | -30 dBm | Pass
 1280 MHz | 1414 | -67 dBm | -30 dBm | Pass
 1290 MHz | 1051 | -67 dBm | -30 dBm | Pass
 1300 MHz |  608 | -67 dBm | -30 dBm | Pass
 1310 MHz |  121 | -67 dBm | -30 dBm | Pass
 1320 MHz |  537 | -67 dBm | -30 dBm | Pass
 1330 MHz |  916 | -67 dBm | -30 dBm | Pass
 1340 MHz |  517 | -67 dBm | -30 dBm | Pass
 1350 MHz |  950 | -67 dBm | -30 dBm | Pass
 1360 MHz |  703 | -67 dBm | -30 dBm | Pass
 1370 MHz |  553 | -67 dBm | -30 dBm | Pass
 1380 MHz | 1110 | -67 dBm | -30 dBm | Pass
 1390 MHz |  998 | -67 dBm | -30 dBm | Pass
 1400 MHz |  108 | -67 dBm | -30 dBm | Pass
 1410 MHz |  833 | -67 dBm | -30 dBm | Pass
 1420 MHz | 1288 | -67 dBm | -30 dBm | Pass
 1430 MHz |   83 | -67 dBm | -30 dBm | Pass
 1440 MHz |  754 | -67 dBm | -30 dBm | Pass
 1450 MHz |  645 | -67 dBm | -30 dBm | Pass
 1460 MHz |  345 | -67 dBm | -30 dBm | Pass
 1470 MHz |  809 | -67 dBm | -30 dBm | Pass
 1480 MHz | 1082 | -67 dBm | -30 dBm | Pass
 1490 MHz | 1282 | -67 dBm | -30 dBm | Pass
 1500 MHz |  268 | -67 dBm | -30 dBm | Pass
 1510 MHz |  771 | -67 dBm | -30 dBm | Pass
 1520 MHz |  194 | -67 dBm | -30 dBm | Pass
 1530 MHz |  975 | -67 dBm | -30 dBm | Pass
 1540 MHz |  709 | -67 dBm | -30 dBm | Pass
 1550 MHz |  166 | -67 dBm | -30 dBm | Pass
 1560 MHz | 1096 | -67 dBm | -30 dBm | Pass
 1570 MHz |  685 | -67 dBm | -30 dBm | Pass
 1580 MHz | 1089 | -67 dBm | -30 dBm | Pass
 1590 MHz |  651 | -67 dBm | -30 dBm | Pass
 1600 MHz | 1133 | -67 dBm | -30 dBm | Pass
 1610 MHz |  767 | -67 dBm | -30 dBm | Pass
 1620 MHz | 1174 | -67 dBm | -30 dBm | Pass
 1630 MHz |  960 | -67 dBm | -30 dBm | Pass
 1640 MHz |  541 | -67 dBm | -30 dBm | Pass
 1650 MHz |  877 | -67 dBm | -30 dBm | Pass
 1660 MHz |  304 | -67 dBm | -30 dBm | Pass
 1670 MHz |  446 | -67 dBm | -30 dBm | Pass
 1680 MHz |  846 | -67 dBm | -30 dBm | Pass
 1690 MHz |  940 | -67 dBm | -30 dBm | Pass
 1700 MHz |  254 | -67 dBm | -30 dBm | Pass
 1710 MHz | 1405 | -67 dBm | -30 dBm | Pass
 1720 MHz |  391 | -67 dBm | -30 dBm | Pass
 1730 MHz | 1220 | -67 dBm | -30 dBm | Pass
 1740 MHz |  264 | -67 dBm | -30 dBm | Pass
 1750 MHz | 1237 | -67 dBm | -30 dBm | Pass
 1760 MHz | 1012 | -67 dBm | -30 dBm | Pass
 1770 MHz |  387 | -67 dBm | -30 dBm | Pass
 1780 MHz |  648 | -67 dBm | -30 dBm | Pass
 1790 MHz |  644 | -67 dBm | -30 dBm | Pass
 1800 MHz |  359 | -67 dBm | -30 dBm | Pass
 1810 MHz |  505 | -67 dBm | -30 dBm | Pass
 1820 MHz | 1236 | -67 dBm | -30 dBm | Pass
 1830 MHz |  952 | -67 dBm | -30 dBm | Pass
 1840 MHz |  619 | -67 dBm | -30 dBm | Pass
 1850 MHz |  160 | -67 dBm | -30 dBm | Pass
 1860 MHz |  846 | -67 dBm | -30 dBm | Pass
 1870 MHz | 1017 | -67 dBm | -30 dBm | Pass
 1880 MHz |  649 | -67 dBm | -30 dBm | Pass
 1890 MHz | 1000 | -67 dBm | -30 dBm | Pass
 1900 MHz |  119 | -67 dBm | -30 dBm | Pass
 1910 MHz |  157 | -67 dBm | -30 dBm | Pass
 1920 MHz |  528 | -67 dBm | -30 dBm | Pass
 1930 MHz |   91 | -67 dBm | -30 dBm | Pass
 1940 MHz |  131 | -67 dBm | -30 dBm | Pass
 1950 MHz | 1220 | -67 dBm | -30 dBm | Pass
 1960 MHz | 1281 | -67 dBm | -30 dBm | Pass
 1970 MHz |  690 | -67 dBm | -30 dBm | Pass
 1980 MHz | 1370 | -67 dBm | -30 dBm | Pass
 1990 MHz | 1063 | -67 dBm | -30 dBm | Pass
 2000 MHz | 1344 | -67 dBm | -30 dBm | Pass
 2003 MHz |  834 | -67 dBm | -35 dBm | Pass
 2006 MHz |  909 | -67 dBm | -35 dBm | Pass
 2009 MHz |  652 | -67 dBm | -35 dBm | Pass
 2012 MHz |  711 | -67 dBm | -35 dBm | Pass
 2015 MHz | 1059 | -67 dBm | -35 dBm | Pass
 2018 MHz |  664 | -67 dBm | -35 dBm | Pass
 2021 MHz |  738 | -67 dBm | -35 dBm | Pass
 2024 MHz |  697 | -67 dBm | -35 dBm | Pass
 2027 MHz |  635 | -67 dBm | -35 dBm | Pass
 2030 MHz | 1154 | -67 dBm | -35 dBm | Pass
 2033 MHz | 1184 | -67 dBm | -35 dBm | Pass
 2036 MHz |  437 | -67 dBm | -35 dBm | Pass
 2039 MHz |  536 | -67 dBm | -35 dBm | Pass
 2042 MHz | 1328 | -67 dBm | -35 dBm | Pass
 2045 MHz |   34 | -67 dBm | -35 dBm | fbf_1
 2048 MHz |  549 | -67 dBm | -35 dBm | Pass
 2051 MHz | 1425 | -67 dBm | -35 dBm | Pass
 2054 MHz |  235 | -67 dBm | -35 dBm | Pass
 2057 MHz |  564 | -67 dBm | -35 dBm | Pass
 2060 MHz | 1002 | -67 dBm | -35 dBm | Pass
 2063 MHz | 1477 | -67 dBm | -35 dBm | Pass
 2066 MHz |  902 | -67 dBm | -35 dBm | Pass
 2069 MHz |  463 | -67 dBm | -35 dBm | Pass
 2072 MHz | 1122 | -67 dBm | -35 dBm | Pass
 2075 MHz |  333 | -67 dBm | -35 dBm | Pass
 2078 MHz |  562 | -67 dBm | -35 dBm | Pass
 2081 MHz | 1465 | -67 dBm | -35 dBm | Pass
 2084 MHz |  799 | -67 dBm | -35 dBm | Pass
 2087 MHz |  232 | -67 dBm | -35 dBm | Pass
 2090 MHz | 1188 | -67 dBm | -35 dBm | Pass
 2093 MHz |  647 | -67 dBm | -35 dBm | Pass
 2096 MHz |  989 | -67 dBm | -35 dBm | Pass
 2099 MHz | 1188 | -67 dBm | -35 dBm | Pass
 2102 MHz | 1298 | -67 dBm | -35 dBm | Pass
 2105 MHz | 1054 | -67 dBm | -35 dBm | Pass
 2108 MHz |  511 | -67 dBm | -35 dBm | Pass
 2111 MHz |  858 | -67 dBm | -35 dBm | Pass
 2114 MHz |   16 | -67 dBm | -35 dBm | fbf_1
 2117 MHz |  842 | -67 dBm | -35 dBm | Pass
 2120 MHz |  923 | -67 dBm | -35 dBm | Pass
 2123 MHz |  285 | -67 dBm | -35 dBm | Pass
 2126 MHz | 1464 | -67 dBm | -35 dBm | Pass
 2129 MHz |    2 | -67 dBm | -35 dBm | fbf_2
 2132 MHz |  727 | -67 dBm | -35 dBm | Pass
 2135 MHz |  714 | -67 dBm | -35 dBm | Pass
 2138 MHz |  714 | -67 dBm | -35 dBm | Pass
 2141 MHz |  205 | -67 dBm | -35 dBm | Pass
 2144 MHz |  706 | -67 dBm | -35 dBm | Pass
 2147 MHz |  823 | -67 dBm | -35 dBm | Pass
 2150 MHz | 1107 | -67 dBm | -35 dBm | Pass
 2153 MHz |  830 | -67 dBm | -35 dBm | Pass
 2156 MHz |  964 | -67 dBm | -35 dBm | Pass
 2159 MHz | 1147 | -67 dBm | -35 dBm | Pass
 2162 MHz |  801 | -67 dBm | -35 dBm | Pass
 2165 MHz |  761 | -67 dBm | -35 dBm | Pass
 2168 MHz |  321 | -67 dBm | -35 dBm | Pass
 2171 MHz |  202 | -67 dBm | -35 dBm | Pass
 2174 MHz |  564 | -67 dBm | -35 dBm | Pass
 2177 MHz |  824 | -67 dBm | -35 dBm | Pass
 2180 MHz |  427 | -67 dBm | -35 dBm | Pass
 2183 MHz |  549 | -67 dBm | -35 dBm | Pass
 2186 MHz | 1037 | -67 dBm | -35 dBm | Pass
 2189 MHz |  100 | -67 dBm | -35 dBm | Pass
 2192 MHz | 1414 | -67 dBm | -35 dBm | Pass
 2195 MHz |  273 | -67 dBm | -35 dBm | Pass
 2198 MHz | 1297 | -67 dBm | -35 dBm | Pass
 2201 MHz |  967 | -67 dBm | -35 dBm | Pass
 2204 MHz | 1118 | -67 dBm | -35 dBm | Pass
 2207 MHz |  297 | -67 dBm | -35 dBm | Pass
 2210 MHz |  751 | -67 dBm | -35 dBm | Pass
 2213 MHz | 1051 | -67 dBm | -35 dBm | Pass
 2216 MHz | 1311 | -67 dBm | -35 dBm | Pass
 2219 MHz |  647 | -67 dBm | -35 dBm | Pass
 2222 MHz |  778 | -67 dBm | -35 dBm | Pass
 2225 MHz | 1125 | -67 dBm | -35 dBm | Pass
 2228 MHz |  593 | -67 dBm | -35 dBm | Pass
 2231 MHz | 1339 | -67 dBm | -35 dBm | Pass
 2234 MHz |  442 | -67 dBm | -35 dBm | Pass
 2237 MHz |   65 | -67 dBm | -35 dBm | Pass
 2240 MHz |  794 | -67 dBm | -35 dBm | Pass
 2243 MHz | 1461 | -67 dBm | -35 dBm | Pass
 2246 MHz |  312 | -67 dBm | -35 dBm | Pass
 2249 MHz |  334 | -67 dBm | -35 dBm | Pass
 2252 MHz |   16 | -67 dBm | -35 dBm | fbf_1
 2255 MHz |  457 | -67 dBm | -35 dBm | Pass
 2258 MHz |  384 | -67 dBm | -35 dBm | Pass
 2261 MHz |   96 | -67 dBm | -35 dBm | Pass
 2264 MHz |  987 | -67 dBm | -35 dBm | Pass
 2267 MHz |  554 | -67 dBm | -35 dBm | Pass
 2270 MHz |  114 | -67 dBm | -35 dBm | Pass
 2273 MHz | 1202 | -67 dBm | -35 dBm | Pass
 2276 MHz | 1390 | -67 dBm | -35 dBm | Pass
 2279 MHz |  995 | -67 dBm | -35 dBm | Pass
 2282 MHz | 1435 | -67 dBm | -35 dBm | Pass
 2285 MHz |  782 | -67 dBm | -35 dBm | Pass
 2288 MHz |  429 | -67 dBm | -35 dBm | Pass
 2291 MHz |  221 | -67 dBm | -35 dBm | Pass
 2294 MHz |  940 | -67 dBm | -35 dBm | Pass
 2297 MHz |  313 | -67 dBm | -35 dBm | Pass
 2300 MHz | 1100 | -67 dBm | -35 dBm | Pass
 2303 MHz | 1080 | -67 dBm | -35 dBm | Pass
 2306 MHz |  698 | -67 dBm | -35 dBm | Pass
 2309 MHz |  989 | -67 dBm | -35 dBm | Pass
 2312 MHz | 1301 | -67 dBm | -35 dBm | Pass
 2315 MHz | 1139 | -67 dBm | -35 dBm | Pass
 2318 MHz |  728 | -67 dBm | -35 dBm | Pass
 2321 MHz |  265 | -67 dBm | -35 dBm | Pass
 2324 MHz |  739 | -67 dBm | -35 dBm | Pass
 2327 MHz | 1219 | -67 dBm | -35 dBm | Pass
 2330 MHz |  682 | -67 dBm | -35 dBm | Pass
 2333 MHz |  458 | -67 dBm | -35 dBm | Pass
 2336 MHz | 1390 | -67 dBm | -35 dBm | Pass
 2339 MHz | 1260 | -67 dBm | -35 dBm | Pass
 2342 MHz |  349 | -67 dBm | -35 dBm | Pass
 2345 MHz |   97 | -67 dBm | -35 dBm | Pass
 2348 MHz | 1063 | -67 dBm | -35 dBm | Pass
 2351 MHz |  461 | -67 dBm | -35 dBm | Pass
 2354 MHz | 1178 | -67 dBm | -35 dBm | Pass
 2357 MHz | 1155 | -67 dBm | -35 dBm | Pass
 2360 MHz |   83 | -67 dBm | -35 dBm | Pass
 2363 MHz |  399 | -67 dBm | -35 dBm | Pass
 2366 MHz |  663 | -67 dBm | -35 dBm | Pass
 2369 MHz | 1056 | -67 dBm | -35 dBm | Pass
 2372 MHz | 1491 | -67 dBm | -35 dBm | Pass
 2375 MHz |  850 | -67 dBm | -35 dBm | Pass
 2378 MHz |  851 | -67 dBm | -35 dBm | Pass
 2381 MHz | 1154 | -67 dBm | -35 dBm | Pass
 2384 MHz |  269 | -67 dBm | -35 dBm | Pass
 2387 MHz | 1239 | -67 dBm | -35 dBm | Pass
 2390 MHz |  802 | -67 dBm | -35 dBm | Pass
 2393 MHz |  415 | -67 dBm | -35 dBm | Pass
 2396 MHz |  370 | -67 dBm | -35 dBm | Pass
 2399 MHz |  254 | -67 dBm | -35 dBm | Pass
 2484 MHz |  412 | -67 dBm | -35 dBm | Pass
 2487 MHz | 1106 | -67 dBm | -35 dBm | Pass
 2490 MHz |  105 | -67 dBm | -35 dBm | Pass
 2493 MHz | 1083 | -67 dBm | -35 dBm | Pass
 2496 MHz |  513 | -67 dBm | -35 dBm | Pass
 2499 MHz |  440 | -67 dBm | -35 dBm | Pass
 2502 MHz |   80 | -67 dBm | -35 dBm | Pass
 2505 MHz |  118 | -67 dBm | -35 dBm | Pass
 2508 MHz | 1457 | -67 dBm | -35 dBm | Pass
 2511 MHz |  443 | -67 dBm | -35 dBm | Pass
 2514 MHz | 1227 | -67 dBm | -35 dBm | Pass
 2517 MHz | 1324 | -67 dBm | -35 dBm | Pass
 2520 MHz |  873 | -67 dBm | -35 dBm | Pass
 2523 MHz | 1492 | -67 dBm | -35 dBm | Pass
 2526 MHz |  189 | -67 dBm | -35 dBm | Pass
 2529 MHz |   14 | -67 dBm | -35 dBm | fbf_1
 2532 MHz |  106 | -67 dBm | -35 dBm | Pass
 2535 MHz | 1149 | -67 dBm | -35 dBm | Pass
 2538 MHz |  915 | -67 dBm | -35 dBm | Pass
 2541 MHz | 1248 | -67 dBm | -35 dBm | Pass
 2544 MHz |  903 | -67 dBm | -35 dBm | Pass
 2547 MHz |  271 | -67 dBm | -35 dBm | Pass
 2550 MHz | 1478 | -67 dBm | -35 dBm | Pass
 2553 MHz | 1139 | -67 dBm | -35 dBm | Pass
 2556 MHz |  156 | -67 dBm | -35 dBm | Pass
 2559 MHz | 1046 | -67 dBm | -35 dBm | Pass
 2562 MHz |  832 | -67 dBm | -35 dBm | Pass
 2565 MHz |  947 | -67 dBm | -35 dBm | Pass
 2568 MHz | 1436 | -67 dBm | -35 dBm | Pass
 2571 MHz |  924 | -67 dBm | -35 dBm | Pass
 2574 MHz |  719 | -67 dBm | -35 dBm | Pass
 2577 MHz | 1400 | -67 dBm | -35 dBm | Pass
 2580 MHz |  209 | -67 dBm | -35 dBm | Pass
 2583 MHz | 1307 | -67 dBm | -35 dBm | Pass
 2586 MHz |  313 | -67 dBm | -35 dBm | Pass
 2589 MHz |  278 | -67 dBm | -35 dBm | Pass
 2592 MHz |  407 | -67 dBm | -35 dBm | Pass
 2595 MHz |  527 | -67 dBm | -35 dBm | Pass
 2598 MHz |  256 | -67 dBm | -35 dBm | Pass
 2601 MHz | 1222 | -67 dBm | -35 dBm | Pass
 2604 MHz | 1481 | -67 dBm | -35 dBm | Pass
 2607 MHz |  899 | -67 dBm | -35 dBm | Pass
 2610 MHz |  591 | -67 dBm | -35 dBm | Pass
 2613 MHz |  549 | -67 dBm | -35 dBm | Pass
 2616 MHz |  827 | -67 dBm | -35 dBm | Pass
 2619 MHz | 1236 | -67 dBm | -35 dBm | Pass
 2622 MHz |   26 | -67 dBm | -35 dBm | fbf_1
 2625 MHz |  927 | -67 dBm | -35 dBm | Pass
 2628 MHz |  394 | -67 dBm | -35 dBm | Pass
 2631 MHz | 1308 | -67 dBm | -35 dBm | Pass
 2634 MHz | 1300 | -67 dBm | -35 dBm | Pass
 2637 MHz |  529 | -67 dBm | -35 dBm | Pass
 2640 MHz |  508 | -67 dBm | -35 dBm | Pass
 2643 MHz |  919 | -67 dBm | -35 dBm | Pass
 2646 MHz |  271 | -67 dBm | -35 dBm | Pass
 2649 MHz |  472 | -67 dBm | -35 dBm | Pass
 2652 MHz |  238 | -67 dBm | -35 dBm | Pass
 2655 MHz | 1094 | -67 dBm | -35 dBm | Pass
 2658 MHz |  123 | -67 dBm | -35 dBm | Pass
 2661 MHz |  807 | -67 dBm | -35 dBm | Pass
 2664 MHz |  369 | -67 dBm | -35 dBm | Pass
 2667 MHz |  369 | -67 dBm | -35 dBm | Pass
 2670 MHz |  794 | -67 dBm | -35 dBm | Pass
 2673 MHz | 1340 | -67 dBm | -35 dBm | Pass
 2676 MHz |   82 | -67 dBm | -35 dBm | Pass
 2679 MHz |  674 | -67 dBm | -35 dBm | Pass
 2682 MHz | 1003 | -67 dBm | -35 dBm | Pass
 2685 MHz | 1453 | -67 dBm | -35 dBm | Pass
 2688 MHz |  920 | -67 dBm | -35 dBm | Pass
 2691 MHz |  764 | -67 dBm | -35 dBm | Pass
 2694 MHz | 1252 | -67 dBm | -35 dBm | Pass
 2697 MHz |  932 | -67 dBm | -35 dBm | Pass
 2700 MHz | 1031 | -67 dBm | -35 dBm | Pass
 2703 MHz | 1304 | -67 dBm | -35 dBm | Pass
 2706 MHz | 1448 | -67 dBm | -35 dBm | Pass
 2709 MHz |  388 | -67 dBm | -35 dBm | Pass
 2712 MHz |  493 | -67 dBm | -35 dBm | Pass
 2715 MHz |  765 | -67 dBm | -35 dBm | Pass
 2718 MHz |   90 | -67 dBm | -35 dBm | Pass
 2721 MHz |  816 | -67 dBm | -35 dBm | Pass
 2724 MHz |  625 | -67 dBm | -35 dBm | Pass
 2727 MHz | 1050 | -67 dBm | -35 dBm | Pass
 2730 MHz | 1119 | -67 dBm | -35 dBm | Pass
 2733 MHz |   67 | -67 dBm | -35 dBm | Pass
 2736 MHz |  556 | -67 dBm | -35 dBm | Pass
 2739 MHz | 1235 | -67 dBm | -35 dBm | Pass
 2742 MHz | 1078 | -67 dBm | -35 dBm | Pass
 2745 MHz |  942 | -67 dBm | -35 dBm | Pass
 2748 MHz |  135 | -67 dBm | -35 dBm | Pass
 2751 MHz |  691 | -67 dBm | -35 dBm | Pass
 2754 MHz |  179 | -67 dBm | -35 dBm | Pass
 2757 MHz |  493 | -67 dBm | -35 dBm | Pass
 2760 MHz |  689 | -67 dBm | -35 dBm | Pass
 2763 MHz |  357 | -67 dBm | -35 dBm | Pass
 2766 MHz |  708 | -67 dBm | -35 dBm | Pass
 2769 MHz | 1224 | -67 dBm | -35 dBm | Pass
 2772 MHz |  476 | -67 dBm | -35 dBm | Pass
 2775 MHz |  289 | -67 dBm | -35 dBm | Pass
 2778 MHz | 1135 | -67 dBm | -35 dBm | Pass
 2781 MHz | 1401 | -67 dBm | -35 dBm | Pass
 2784 MHz |  920 | -67 dBm | -35 dBm | Pass
 2787 MHz |  367 | -67 dBm | -35 dBm | Pass
 2790 MHz |  913 | -67 dBm | -35 dBm | Pass
 2793 MHz | 1254 | -67 dBm | -35 dBm | Pass
 2796 MHz | 1398 | -67 dBm | -35 dBm | Pass
 2799 MHz |  798 | -67 dBm | -35 dBm | Pass
