*** Failures ***
Frequency | Received Packets |Wanted Signal Level | Blocking Signal Level | Results
 2069 MHz |  176 | -67 dBm | -35 dBm | fbf_1
 2078 MHz |  353 | -67 dBm | -35 dBm | fbf_1
 2096 MHz |  394 | -67 dBm | -35 dBm | fbf_1
 2126 MHz |  411 | -67 dBm | -35 dBm | fbf_1
 2144 MHz |  318 | -67 dBm | -35 dBm | fbf_1
 2147 MHz |  290 | -67 dBm | -35 dBm | fbf_1
 2153 MHz |  181 | -67 dBm | -35 dBm | fbf_1
 2180 MHz |  342 | -67 dBm | -35 dBm | fbf_1
 2195 MHz |  105 | -67 dBm | -35 dBm | fbf_1
 2204 MHz |  381 | -67 dBm | -35 dBm | fbf_1
 2210 MHz |  447 | -67 dBm | -35 dBm | fbf_1
 2234 MHz |  288 | -67 dBm | -35 dBm | fbf_1
 2240 MHz |  457 | -67 dBm | -35 dBm | fbf_1
 2249 MHz |  272 | -67 dBm | -35 dBm | fbf_1
 2252 MHz |  102 | -67 dBm | -35 dBm | fbf_1
 2255 MHz |  261 | -67 dBm | -35 dBm | fbf_1
 2273 MHz |   93 | -67 dBm | -35 dBm | fbf_1
 2276 MHz |  366 | -67 dBm | -35 dBm | fbf_1
 2288 MHz |  259 | -67 dBm | -35 dBm | fbf_1
 2300 MHz |  417 | -67 dBm | -35 dBm | fbf_1
 2303 MHz |  445 | -67 dBm | -35 dBm | fbf_1
 2309 MHz |  300 | -67 dBm | -35 dBm | fbf_1
 2318 MHz |  379 | -67 dBm | -35 dBm | fbf_1
 2327 MHz |  219 | -67 dBm | -35 dBm | fbf_1
 2336 MHz |   60 | -67 dBm | -35 dBm | fbf_1
 2339 MHz |  252 | -67 dBm | -35 dBm | fbf_1
 2384 MHz |  206 | -67 dBm | -35 dBm | fbf_1
 2399 MHz |  138 | -67 dBm | -35 dBm | fbf_1
 2505 MHz |   86 | -67 dBm | -35 dBm | fbf_1
 2532 MHz |  304 | -67 dBm | -35 dBm | fbf_1
 2535 MHz |  206 | -67 dBm | -35 dBm | fbf_1
 2553 MHz |  374 | -67 dBm | -35 dBm | fbf_1
 2559 MHz |  348 | -67 dBm | -35 dBm | fbf_1
 2568 MHz |   95 | -67 dBm | -35 dBm | fbf_1
 2586 MHz |  299 | -67 dBm | -35 dBm | fbf_1
 2589 MHz |   28 | -67 dBm | -35 dBm | fbf_1
 2601 MHz |  450 | -67 dBm | -35 dBm | fbf_1
 2604 MHz |  425 | -67 dBm | -35 dBm | fbf_1
 2634 MHz |  256 | -67 dBm | -35 dBm | fbf_1
 2640 MHz |   82 | -67 dBm | -35 dBm | fbf_1
 2664 MHz |   18 | -67 dBm | -35 dBm | fbf_1
 2676 MHz |    0 | -67 dBm | -35 dBm | fbf_1
 2682 MHz |   98 | -67 dBm | -35 dBm | fbf_1
 2709 MHz |  369 | -67 dBm | -35 dBm | fbf_1
 2715 MHz |  351 | -67 dBm | -35 dBm | fbf_1
 2745 MHz |  130 | -67 dBm | -35 dBm | fbf_1
 2751 MHz |  209 | -67 dBm | -35 dBm | fbf_1
 2766 MHz |   24 | -67 dBm | -35 dBm | fbf_1
 2790 MHz |  187 | -67 dBm | -35 dBm | fbf_1
 2802 MHz |  168 | -67 dBm | -35 dBm | fbf_1
 2823 MHz |  411 | -67 dBm | -35 dBm | fbf_1
 2829 MHz |  391 | -67 dBm | -35 dBm | fbf_1
 2835 MHz |  281 | -67 dBm | -35 dBm | fbf_1
 2841 MHz |   54 | -67 dBm | -35 dBm | fbf_1
 2850 MHz |   93 | -67 dBm | -35 dBm | fbf_1
 2865 MHz |  283 | -67 dBm | -35 dBm | fbf_1
 2880 MHz |  447 | -67 dBm | -35 dBm | fbf_1
 2892 MHz |  367 | -67 dBm | -35 dBm | fbf_1
 2913 MHz |   12 | -67 dBm | -35 dBm | fbf_1
 2919 MHz |  357 | -67 dBm | -35 dBm | fbf_1
 2925 MHz |   19 | -67 dBm | -35 dBm | fbf_1
 2928 MHz |  354 | -67 dBm | -35 dBm | fbf_1
 2958 MHz |   54 | -67 dBm | -35 dBm | fbf_1
 2979 MHz |  318 | -67 dBm | -35 dBm | fbf_1
 2982 MHz |  106 | -67 dBm | -35 dBm | fbf_1
 2985 MHz |   64 | -67 dBm | -35 dBm | fbf_1
 2988 MHz |   32 | -67 dBm | -35 dBm | fbf_1
 3250 MHz |  330 | -67 dBm | -30 dBm | fbf_1
 3325 MHz |  220 | -67 dBm | -30 dBm | fbf_1
 3425 MHz |   31 | -67 dBm | -30 dBm | fbf_1
 3500 MHz |  167 | -67 dBm | -30 dBm | fbf_1
 3575 MHz |  298 | -67 dBm | -30 dBm | fbf_1
 3700 MHz |  369 | -67 dBm | -30 dBm | fbf_1
 3725 MHz |   65 | -67 dBm | -30 dBm | fbf_1
 3750 MHz |  155 | -67 dBm | -30 dBm | fbf_1
 3775 MHz |  167 | -67 dBm | -30 dBm | fbf_1
 3800 MHz |  393 | -67 dBm | -30 dBm | fbf_1
 3900 MHz |  154 | -67 dBm | -30 dBm | fbf_1
 4000 MHz |  307 | -67 dBm | -30 dBm | fbf_1
 4025 MHz |  167 | -67 dBm | -30 dBm | fbf_1
 4050 MHz |  254 | -67 dBm | -30 dBm | fbf_1
 4075 MHz |  192 | -67 dBm | -30 dBm | fbf_1
 4125 MHz |  418 | -67 dBm | -30 dBm | fbf_1
 4400 MHz |   78 | -67 dBm | -30 dBm | fbf_1
 4550 MHz |  379 | -67 dBm | -30 dBm | fbf_1
 4600 MHz |  377 | -67 dBm | -30 dBm | fbf_1
 4625 MHz |  270 | -67 dBm | -30 dBm | fbf_1
 4700 MHz |  457 | -67 dBm | -30 dBm | fbf_1
 5100 MHz |  311 | -67 dBm | -30 dBm | fbf_1
 5250 MHz |  318 | -67 dBm | -30 dBm | fbf_1
 5500 MHz |  304 | -67 dBm | -30 dBm | fbf_1
 5550 MHz |   24 | -67 dBm | -30 dBm | fbf_1
 5600 MHz |  396 | -67 dBm | -30 dBm | fbf_1
 5725 MHz |   85 | -67 dBm | -30 dBm | fbf_1
 5750 MHz |  275 | -67 dBm | -30 dBm | fbf_1
 5975 MHz |   93 | -67 dBm | -30 dBm | fbf_1
 6025 MHz |  137 | -67 dBm | -30 dBm | fbf_1
 6175 MHz |  327 | -67 dBm | -30 dBm | fbf_1
 6200 MHz |  348 | -67 dBm | -30 dBm | fbf_1
 6275 MHz |  314 | -67 dBm | -30 dBm | fbf_1
 6350 MHz |  379 | -67 dBm | -30 dBm | fbf_1
 6500 MHz |  180 | -67 dBm | -30 dBm | fbf_1
 6575 MHz |  413 | -67 dBm | -30 dBm | fbf_1
 6675 MHz |   86 | -67 dBm | -30 dBm | fbf_1
 6850 MHz |  434 | -67 dBm | -30 dBm | fbf_1
 7000 MHz |   77 | -67 dBm | -30 dBm | fbf_1
 7025 MHz |  157 | -67 dBm | -30 dBm | fbf_1
 7100 MHz |   52 | -67 dBm | -30 dBm | fbf_1
 7300 MHz |  266 | -67 dBm | -30 dBm | fbf_1
 7375 MHz |   95 | -67 dBm | -30 dBm | fbf_1
 7500 MHz |  321 | -67 dBm | -30 dBm | fbf_1
 7550 MHz |  356 | -67 dBm | -30 dBm | fbf_1
 7600 MHz |  153 | -67 dBm | -30 dBm | fbf_1
 7625 MHz |  414 | -67 dBm | -30 dBm | fbf_1
 7650 MHz |  439 | -67 dBm | -30 dBm | fbf_1
 7700 MHz |  248 | -67 dBm | -30 dBm | fbf_1
 8075 MHz |  341 | -67 dBm | -30 dBm | fbf_1
 8200 MHz |   33 | -67 dBm | -30 dBm | fbf_1
 8250 MHz |  358 | -67 dBm | -30 dBm | fbf_1
 8350 MHz |  191 | -67 dBm | -30 dBm | fbf_1
 8450 MHz |  217 | -67 dBm | -30 dBm | fbf_1
 8575 MHz |  155 | -67 dBm | -30 dBm | fbf_1
 8725 MHz |  356 | -67 dBm | -30 dBm | fbf_1
 8950 MHz |  454 | -67 dBm | -30 dBm | fbf_1
 8975 MHz |  341 | -67 dBm | -30 dBm | fbf_1
 9025 MHz |  227 | -67 dBm | -30 dBm | fbf_1
 9300 MHz |   87 | -67 dBm | -30 dBm | fbf_1
 9400 MHz |  124 | -67 dBm | -30 dBm | fbf_1
 9425 MHz |  277 | -67 dBm | -30 dBm | fbf_1
 9525 MHz |  329 | -67 dBm | -30 dBm | fbf_1
 9625 MHz |   57 | -67 dBm | -30 dBm | fbf_1
 9700 MHz |  420 | -67 dBm | -30 dBm | fbf_1
 9925 MHz |  122 | -67 dBm | -30 dBm | fbf_1
10125 MHz |  435 | -67 dBm | -30 dBm | fbf_1
10225 MHz |  409 | -67 dBm | -30 dBm | fbf_1
10475 MHz |  359 | -67 dBm | -30 dBm | fbf_1
10550 MHz |  429 | -67 dBm | -30 dBm | fbf_1
11400 MHz |  310 | -67 dBm | -30 dBm | fbf_1
11425 MHz |  363 | -67 dBm | -30 dBm | fbf_1
11575 MHz |  458 | -67 dBm | -30 dBm | fbf_1
11800 MHz |  318 | -67 dBm | -30 dBm | fbf_1
11875 MHz |  196 | -67 dBm | -30 dBm | fbf_1
12050 MHz |  224 | -67 dBm | -30 dBm | fbf_1
12125 MHz |  359 | -67 dBm | -30 dBm | fbf_1
12150 MHz |  196 | -67 dBm | -30 dBm | fbf_1
12200 MHz |  381 | -67 dBm | -30 dBm | fbf_1
12350 MHz |  324 | -67 dBm | -30 dBm | fbf_1
12525 MHz |   45 | -67 dBm | -30 dBm | fbf_1
12625 MHz |   67 | -67 dBm | -30 dBm | fbf_1


*** All Results ***
Frequency | Received Packets |Wanted Signal Level | Blocking Signal Level | Results
   30 MHz |  736 | -67 dBm | -30 dBm | Pass
   40 MHz |  461 | -67 dBm | -30 dBm | fbf_1
   50 MHz | 1085 | -67 dBm | -30 dBm | Pass
   60 MHz |  684 | -67 dBm | -30 dBm | Pass
   70 MHz | 1471 | -67 dBm | -30 dBm | Pass
   80 MHz | 1479 | -67 dBm | -30 dBm | Pass
   90 MHz |  449 | -67 dBm | -30 dBm | fbf_1
  100 MHz |  812 | -67 dBm | -30 dBm | Pass
  110 MHz | 1007 | -67 dBm | -30 dBm | Pass
  120 MHz |  381 | -67 dBm | -30 dBm | fbf_1
  130 MHz | 1380 | -67 dBm | -30 dBm | Pass
  140 MHz |    2 | -67 dBm | -30 dBm | fbf_1
  150 MHz |  425 | -67 dBm | -30 dBm | fbf_1
  160 MHz | 1454 | -67 dBm | -30 dBm | Pass
  170 MHz | 1374 | -67 dBm | -30 dBm | Pass
  180 MHz |  160 | -67 dBm | -30 dBm | fbf_1
  190 MHz | 1262 | -67 dBm | -30 dBm | Pass
  200 MHz |   52 | -67 dBm | -30 dBm | fbf_2
  210 MHz |  700 | -67 dBm | -30 dBm | Pass
  220 MHz |  974 | -67 dBm | -30 dBm | Pass
  230 MHz | 1346 | -67 dBm | -30 dBm | Pass
  240 MHz |  536 | -67 dBm | -30 dBm | Pass
  250 MHz |  340 | -67 dBm | -30 dBm | fbf_1
  260 MHz |  102 | -67 dBm | -30 dBm | fbf_2
  270 MHz |  685 | -67 dBm | -30 dBm | Pass
  280 MHz | 1441 | -67 dBm | -30 dBm | Pass
  290 MHz | 1304 | -67 dBm | -30 dBm | Pass
  300 MHz |  596 | -67 dBm | -30 dBm | Pass
  310 MHz |  329 | -67 dBm | -30 dBm | fbf_1
  320 MHz | 1301 | -67 dBm | -30 dBm | Pass
  330 MHz | 1256 | -67 dBm | -30 dBm | Pass
  340 MHz |  273 | -67 dBm | -30 dBm | fbf_2
  350 MHz | 1191 | -67 dBm | -30 dBm | Pass
  360 MHz | 1109 | -67 dBm | -30 dBm | Pass
  370 MHz | 1046 | -67 dBm | -30 dBm | Pass
  380 MHz |  235 | -67 dBm | -30 dBm | fbf_1
  390 MHz | 1349 | -67 dBm | -30 dBm | Pass
  400 MHz | 1448 | -67 dBm | -30 dBm | Pass
  410 MHz | 1286 | -67 dBm | -30 dBm | Pass
  420 MHz | 1418 | -67 dBm | -30 dBm | Pass
  430 MHz |  452 | -67 dBm | -30 dBm | fbf_2
  440 MHz |  391 | -67 dBm | -30 dBm | fbf_2
  450 MHz |   32 | -67 dBm | -30 dBm | fbf_2
  460 MHz |  305 | -67 dBm | -30 dBm | fbf_1
  470 MHz |   94 | -67 dBm | -30 dBm | fbf_2
  480 MHz |  637 | -67 dBm | -30 dBm | Pass
  490 MHz |  373 | -67 dBm | -30 dBm | fbf_1
  500 MHz |  231 | -67 dBm | -30 dBm | fbf_1
  510 MHz | 1496 | -67 dBm | -30 dBm | Pass
  520 MHz | 1305 | -67 dBm | -30 dBm | Pass
  530 MHz | 1385 | -67 dBm | -30 dBm | Pass
  540 MHz |  660 | -67 dBm | -30 dBm | Pass
  550 MHz | 1425 | -67 dBm | -30 dBm | Pass
  560 MHz |  475 | -67 dBm | -30 dBm | Pass
  570 MHz |   21 | -67 dBm | -30 dBm | fbf_2
  580 MHz |  829 | -67 dBm | -30 dBm | Pass
  590 MHz | 1210 | -67 dBm | -30 dBm | Pass
  600 MHz | 1141 | -67 dBm | -30 dBm | Pass
  610 MHz |  813 | -67 dBm | -30 dBm | Pass
  620 MHz |  268 | -67 dBm | -30 dBm | fbf_1
  630 MHz | 1318 | -67 dBm | -30 dBm | Pass
  640 MHz |  936 | -67 dBm | -30 dBm | Pass
  650 MHz |  499 | -67 dBm | -30 dBm | Pass
  660 MHz |  891 | -67 dBm | -30 dBm | Pass
  670 MHz |  387 | -67 dBm | -30 dBm | fbf_2
  680 MHz |  549 | -67 dBm | -30 dBm | Pass
  690 MHz |  197 | -67 dBm | -30 dBm | fbf_1
  700 MHz |  765 | -67 dBm | -30 dBm | Pass
  710 MHz |  614 | -67 dBm | -30 dBm | Pass
  720 MHz |  542 | -67 dBm | -30 dBm | Pass
  730 MHz |  176 | -67 dBm | -30 dBm | fbf_1
  740 MHz |  727 | -67 dBm | -30 dBm | Pass
  750 MHz |  947 | -67 dBm | -30 dBm | Pass
  760 MHz |  525 | -67 dBm | -30 dBm | Pass
  770 MHz |  118 | -67 dBm | -30 dBm | fbf_1
  780 MHz |  473 | -67 dBm | -30 dBm | Pass
  790 MHz |  886 | -67 dBm | -30 dBm | Pass
  800 MHz |  198 | -67 dBm | -30 dBm | fbf_1
  810 MHz |  835 | -67 dBm | -30 dBm | Pass
  820 MHz |  133 | -67 dBm | -30 dBm | fbf_2
  830 MHz | 1214 | -67 dBm | -30 dBm | Pass
  840 MHz |  422 | -67 dBm | -30 dBm | fbf_2
  850 MHz | 1302 | -67 dBm | -30 dBm | Pass
  860 MHz | 1143 | -67 dBm | -30 dBm | Pass
  870 MHz |  272 | -67 dBm | -30 dBm | fbf_1
  880 MHz | 1047 | -67 dBm | -30 dBm | Pass
  890 MHz |  628 | -67 dBm | -30 dBm | Pass
  900 MHz |  373 | -67 dBm | -30 dBm | fbf_1
  910 MHz |  820 | -67 dBm | -30 dBm | Pass
  920 MHz | 1386 | -67 dBm | -30 dBm | Pass
  930 MHz |  640 | -67 dBm | -30 dBm | Pass
  940 MHz |  800 | -67 dBm | -30 dBm | Pass
  950 MHz |  327 | -67 dBm | -30 dBm | fbf_2
  960 MHz |  110 | -67 dBm | -30 dBm | fbf_1
  970 MHz |  882 | -67 dBm | -30 dBm | Pass
  980 MHz |  448 | -67 dBm | -30 dBm | fbf_1
  990 MHz | 1163 | -67 dBm | -30 dBm | Pass
 1000 MHz |  669 | -67 dBm | -30 dBm | Pass
 1010 MHz | 1266 | -67 dBm | -30 dBm | Pass
 1020 MHz |  836 | -67 dBm | -30 dBm | Pass
 1030 MHz |  700 | -67 dBm | -30 dBm | Pass
 1040 MHz |  189 | -67 dBm | -30 dBm | fbf_1
 1050 MHz | 1018 | -67 dBm | -30 dBm | Pass
 1060 MHz | 1129 | -67 dBm | -30 dBm | Pass
 1070 MHz |   80 | -67 dBm | -30 dBm | fbf_2
 1080 MHz |  705 | -67 dBm | -30 dBm | Pass
 1090 MHz | 1274 | -67 dBm | -30 dBm | Pass
 1100 MHz |  923 | -67 dBm | -30 dBm | Pass
 1110 MHz |   75 | -67 dBm | -30 dBm | fbf_1
 1120 MHz | 1461 | -67 dBm | -30 dBm | Pass
 1130 MHz |  673 | -67 dBm | -30 dBm | Pass
 1140 MHz |  537 | -67 dBm | -30 dBm | Pass
 1150 MHz | 1454 | -67 dBm | -30 dBm | Pass
 1160 MHz |  815 | -67 dBm | -30 dBm | Pass
 1170 MHz |  797 | -67 dBm | -30 dBm | Pass
 1180 MHz | 1293 | -67 dBm | -30 dBm | Pass
 1190 MHz |  190 | -67 dBm | -30 dBm | fbf_1
 1200 MHz |  849 | -67 dBm | -30 dBm | Pass
 1210 MHz |  172 | -67 dBm | -30 dBm | fbf_1
 1220 MHz |  997 | -67 dBm | -30 dBm | Pass
 1230 MHz |  853 | -67 dBm | -30 dBm | Pass
 1240 MHz | 1212 | -67 dBm | -30 dBm | Pass
 1250 MHz |  570 | -67 dBm | -30 dBm | Pass
 1260 MHz | 1409 | -67 dBm | -30 dBm | Pass
 1270 MHz | 1483 | -67 dBm | -30 dBm | Pass
 1280 MHz | 1433 | -67 dBm | -30 dBm | Pass
 1290 MHz |  227 | -67 dBm | -30 dBm | fbf_2
 1300 MHz |  885 | -67 dBm | -30 dBm | Pass
 1310 MHz |  232 | -67 dBm | -30 dBm | fbf_1
 1320 MHz |  414 | -67 dBm | -30 dBm | fbf_1
 1330 MHz |  575 | -67 dBm | -30 dBm | Pass
 1340 MHz |  405 | -67 dBm | -30 dBm | fbf_2
 1350 MHz |  221 | -67 dBm | -30 dBm | fbf_1
 1360 MHz |  707 | -67 dBm | -30 dBm | Pass
 1370 MHz |  381 | -67 dBm | -30 dBm | fbf_2
 1380 MHz |   76 | -67 dBm | -30 dBm | fbf_1
 1390 MHz | 1339 | -67 dBm | -30 dBm | Pass
 1400 MHz |   67 | -67 dBm | -30 dBm | fbf_2
 1410 MHz |  560 | -67 dBm | -30 dBm | Pass
 1420 MHz |  120 | -67 dBm | -30 dBm | fbf_1
 1430 MHz |  674 | -67 dBm | -30 dBm | Pass
 1440 MHz | 1308 | -67 dBm | -30 dBm | Pass
 1450 MHz | 1022 | -67 dBm | -30 dBm | Pass
 1460 MHz | 1315 | -67 dBm | -30 dBm | Pass
 1470 MHz |  953 | -67 dBm | -30 dBm | Pass
 1480 MHz | 1256 | -67 dBm | -30 dBm | Pass
 1490 MHz |   26 | -67 dBm | -30 dBm | fbf_2
 1500 MHz | 1287 | -67 dBm | -30 dBm | Pass
 1510 MHz |  316 | -67 dBm | -30 dBm | fbf_1
 1520 MHz |  350 | -67 dBm | -30 dBm | fbf_2
 1530 MHz | 1217 | -67 dBm | -30 dBm | Pass
 1540 MHz |  695 | -67 dBm | -30 dBm | Pass
 1550 MHz |  487 | -67 dBm | -30 dBm | Pass
 1560 MHz |  862 | -67 dBm | -30 dBm | Pass
 1570 MHz | 1255 | -67 dBm | -30 dBm | Pass
 1580 MHz |  858 | -67 dBm | -30 dBm | Pass
 1590 MHz |  807 | -67 dBm | -30 dBm | Pass
 1600 MHz | 1274 | -67 dBm | -30 dBm | Pass
 1610 MHz |  281 | -67 dBm | -30 dBm | fbf_1
 1620 MHz |  339 | -67 dBm | -30 dBm | fbf_2
