*** Failures ***
Frequency | Received Packets |Wanted Signal Level | Blocking Signal Level | Results
  250 MHz |  588 | -67 dBm | -30 dBm | Pass
  260 MHz |  360 | -67 dBm | -30 dBm | Pass
  270 MHz |  854 | -67 dBm | -30 dBm | Pass
  280 MHz | 1224 | -67 dBm | -30 dBm | Pass
  290 MHz |  257 | -67 dBm | -30 dBm | Pass
  300 MHz |  325 | -67 dBm | -30 dBm | Pass
  310 MHz | 1067 | -67 dBm | -30 dBm | Pass
  320 MHz | 1446 | -67 dBm | -30 dBm | Pass
  330 MHz |  899 | -67 dBm | -30 dBm | Pass
  340 MHz |  692 | -67 dBm | -30 dBm | Pass
  350 MHz | 1267 | -67 dBm | -30 dBm | Pass
  360 MHz |  705 | -67 dBm | -30 dBm | Pass
  370 MHz |  860 | -67 dBm | -30 dBm | Pass
  380 MHz |   37 | -67 dBm | -30 dBm | fbf_1
  390 MHz |  364 | -67 dBm | -30 dBm | Pass
  400 MHz | 1340 | -67 dBm | -30 dBm | Pass
  410 MHz | 1332 | -67 dBm | -30 dBm | Pass
  420 MHz |  289 | -67 dBm | -30 dBm | Pass
  430 MHz |  116 | -67 dBm | -30 dBm | Pass
  440 MHz |  679 | -67 dBm | -30 dBm | Pass
  450 MHz |   78 | -67 dBm | -30 dBm | Pass
  460 MHz |  604 | -67 dBm | -30 dBm | Pass
  470 MHz |  202 | -67 dBm | -30 dBm | Pass
  480 MHz |  922 | -67 dBm | -30 dBm | Pass
  490 MHz | 1327 | -67 dBm | -30 dBm | Pass
  500 MHz | 1081 | -67 dBm | -30 dBm | Pass
  510 MHz | 1250 | -67 dBm | -30 dBm | Pass
  520 MHz |  820 | -67 dBm | -30 dBm | Pass
  530 MHz |  340 | -67 dBm | -30 dBm | Pass
  540 MHz |  936 | -67 dBm | -30 dBm | Pass
  550 MHz | 1344 | -67 dBm | -30 dBm | Pass
  560 MHz |  741 | -67 dBm | -30 dBm | Pass
  570 MHz |  878 | -67 dBm | -30 dBm | Pass
  580 MHz | 1319 | -67 dBm | -30 dBm | Pass
  590 MHz |  263 | -67 dBm | -30 dBm | Pass
  600 MHz |  499 | -67 dBm | -30 dBm | Pass
  610 MHz |  683 | -67 dBm | -30 dBm | Pass
  620 MHz |  798 | -67 dBm | -30 dBm | Pass
  630 MHz | 1423 | -67 dBm | -30 dBm | Pass
  640 MHz |  788 | -67 dBm | -30 dBm | Pass
  650 MHz |  500 | -67 dBm | -30 dBm | Pass
  660 MHz |  311 | -67 dBm | -30 dBm | Pass
  670 MHz |   95 | -67 dBm | -30 dBm | Pass
  680 MHz |  443 | -67 dBm | -30 dBm | Pass
  690 MHz |  168 | -67 dBm | -30 dBm | Pass
  700 MHz |  705 | -67 dBm | -30 dBm | Pass
  710 MHz |  774 | -67 dBm | -30 dBm | Pass
  720 MHz | 1025 | -67 dBm | -30 dBm | Pass
  730 MHz |  788 | -67 dBm | -30 dBm | Pass
  740 MHz |  145 | -67 dBm | -30 dBm | Pass
  750 MHz |    0 | -67 dBm | -30 dBm | fbf_1
  760 MHz | 1122 | -67 dBm | -30 dBm | Pass
  770 MHz |  927 | -67 dBm | -30 dBm | Pass
  780 MHz |  296 | -67 dBm | -30 dBm | Pass
  790 MHz |  347 | -67 dBm | -30 dBm | Pass
  800 MHz |   29 | -67 dBm | -30 dBm | fbf_1
  810 MHz |  542 | -67 dBm | -30 dBm | Pass
  820 MHz | 1034 | -67 dBm | -30 dBm | Pass
  830 MHz | 1355 | -67 dBm | -30 dBm | Pass
  840 MHz | 1100 | -67 dBm | -30 dBm | Pass
  850 MHz |  504 | -67 dBm | -30 dBm | Pass
  860 MHz |  412 | -67 dBm | -30 dBm | Pass
  870 MHz |  702 | -67 dBm | -30 dBm | Pass
  880 MHz | 1352 | -67 dBm | -30 dBm | Pass
  890 MHz |  152 | -67 dBm | -30 dBm | Pass
  900 MHz |  379 | -67 dBm | -30 dBm | Pass
  910 MHz |  781 | -67 dBm | -30 dBm | Pass
  920 MHz | 1391 | -67 dBm | -30 dBm | Pass
  930 MHz | 1453 | -67 dBm | -30 dBm | Pass
  940 MHz | 1050 | -67 dBm | -30 dBm | Pass
  950 MHz | 1271 | -67 dBm | -30 dBm | Pass
  960 MHz |  412 | -67 dBm | -30 dBm | Pass
  970 MHz |  712 | -67 dBm | -30 dBm | Pass
  980 MHz |  815 | -67 dBm | -30 dBm | Pass
  990 MHz |  629 | -67 dBm | -30 dBm | Pass
 1000 MHz | 1405 | -67 dBm | -30 dBm | Pass
 1010 MHz | 1187 | -67 dBm | -30 dBm | Pass
 1020 MHz |  485 | -67 dBm | -30 dBm | Pass
 1030 MHz |  651 | -67 dBm | -30 dBm | Pass
 1040 MHz |  696 | -67 dBm | -30 dBm | Pass
 1050 MHz | 1404 | -67 dBm | -30 dBm | Pass
 1060 MHz |  530 | -67 dBm | -30 dBm | Pass
 1070 MHz |  491 | -67 dBm | -30 dBm | Pass
 1080 MHz | 1488 | -67 dBm | -30 dBm | Pass
 1090 MHz |  642 | -67 dBm | -30 dBm | Pass
 1100 MHz | 1220 | -67 dBm | -30 dBm | Pass
 1110 MHz | 1263 | -67 dBm | -30 dBm | Pass
 1120 MHz |  665 | -67 dBm | -30 dBm | Pass
 1130 MHz | 1080 | -67 dBm | -30 dBm | Pass
 1140 MHz | 1436 | -67 dBm | -30 dBm | Pass
 1150 MHz | 1423 | -67 dBm | -30 dBm | Pass
 1160 MHz | 1491 | -67 dBm | -30 dBm | Pass
 1170 MHz | 1351 | -67 dBm | -30 dBm | Pass
 1180 MHz |  784 | -67 dBm | -30 dBm | Pass
 1190 MHz | 1334 | -67 dBm | -30 dBm | Pass
 1200 MHz |  542 | -67 dBm | -30 dBm | Pass
 1210 MHz |  420 | -67 dBm | -30 dBm | Pass
 1220 MHz | 1339 | -67 dBm | -30 dBm | Pass
 1230 MHz |  120 | -67 dBm | -30 dBm | Pass
 1240 MHz |  446 | -67 dBm | -30 dBm | Pass
 1250 MHz |  371 | -67 dBm | -30 dBm | Pass
 1260 MHz |  718 | -67 dBm | -30 dBm | Pass
 1270 MHz | 1337 | -67 dBm | -30 dBm | Pass
 1280 MHz | 1102 | -67 dBm | -30 dBm | Pass
 1290 MHz |  136 | -67 dBm | -30 dBm | Pass
 1300 MHz |  245 | -67 dBm | -30 dBm | Pass
 1310 MHz |   16 | -67 dBm | -30 dBm | fbf_1
 1320 MHz | 1242 | -67 dBm | -30 dBm | Pass
 1330 MHz |  560 | -67 dBm | -30 dBm | Pass
 1340 MHz |  875 | -67 dBm | -30 dBm | Pass
 1350 MHz |    6 | -67 dBm | -30 dBm | fbf_1
 1360 MHz |   81 | -67 dBm | -30 dBm | Pass
 1370 MHz |  645 | -67 dBm | -30 dBm | Pass
 1380 MHz | 1241 | -67 dBm | -30 dBm | Pass
 1390 MHz |  638 | -67 dBm | -30 dBm | Pass
 1400 MHz |  449 | -67 dBm | -30 dBm | Pass
 1410 MHz |  286 | -67 dBm | -30 dBm | Pass
 1420 MHz |  680 | -67 dBm | -30 dBm | Pass
 1430 MHz | 1293 | -67 dBm | -30 dBm | Pass
 1440 MHz | 1188 | -67 dBm | -30 dBm | Pass
 1450 MHz |  516 | -67 dBm | -30 dBm | Pass
 1460 MHz |  853 | -67 dBm | -30 dBm | Pass
 1470 MHz | 1071 | -67 dBm | -30 dBm | Pass
 1480 MHz |  907 | -67 dBm | -30 dBm | Pass
 1490 MHz | 1124 | -67 dBm | -30 dBm | Pass
 1500 MHz | 1049 | -67 dBm | -30 dBm | Pass
 1510 MHz | 1299 | -67 dBm | -30 dBm | Pass
 1520 MHz |  888 | -67 dBm | -30 dBm | Pass
 1530 MHz |  835 | -67 dBm | -30 dBm | Pass
 1540 MHz | 1116 | -67 dBm | -30 dBm | Pass
 1550 MHz |  781 | -67 dBm | -30 dBm | Pass
 1560 MHz | 1327 | -67 dBm | -30 dBm | Pass
 1570 MHz |  841 | -67 dBm | -30 dBm | Pass
 1580 MHz |  658 | -67 dBm | -30 dBm | Pass
 1590 MHz | 1007 | -67 dBm | -30 dBm | Pass
 1600 MHz |  874 | -67 dBm | -30 dBm | Pass
 1610 MHz | 1237 | -67 dBm | -30 dBm | Pass
 1620 MHz | 1277 | -67 dBm | -30 dBm | Pass
 1630 MHz | 1489 | -67 dBm | -30 dBm | Pass
 1640 MHz |  882 | -67 dBm | -30 dBm | Pass
 1650 MHz |  733 | -67 dBm | -30 dBm | Pass
 1660 MHz | 1301 | -67 dBm | -30 dBm | Pass
 1670 MHz |   37 | -67 dBm | -30 dBm | fbf_1
 1680 MHz |  335 | -67 dBm | -30 dBm | Pass
 1690 MHz |  948 | -67 dBm | -30 dBm | Pass
 1700 MHz | 1460 | -67 dBm | -30 dBm | Pass
 1710 MHz |  309 | -67 dBm | -30 dBm | Pass
 1720 MHz |  401 | -67 dBm | -30 dBm | Pass
 1730 MHz |  838 | -67 dBm | -30 dBm | Pass
 1740 MHz |   69 | -67 dBm | -30 dBm | Pass
 1750 MHz | 1264 | -67 dBm | -30 dBm | Pass
 1760 MHz |  933 | -67 dBm | -30 dBm | Pass
 1770 MHz |  650 | -67 dBm | -30 dBm | Pass
 1780 MHz |  340 | -67 dBm | -30 dBm | Pass
 1790 MHz |  628 | -67 dBm | -30 dBm | Pass
 1800 MHz |  207 | -67 dBm | -30 dBm | Pass
 1810 MHz |  696 | -67 dBm | -30 dBm | Pass
 1820 MHz |   63 | -67 dBm | -30 dBm | Pass
 1830 MHz |  625 | -67 dBm | -30 dBm | Pass
 1840 MHz | 1463 | -67 dBm | -30 dBm | Pass
 1850 MHz | 1209 | -67 dBm | -30 dBm | Pass
 1860 MHz | 1301 | -67 dBm | -30 dBm | Pass
 1870 MHz |  577 | -67 dBm | -30 dBm | Pass
 1880 MHz |  611 | -67 dBm | -30 dBm | Pass
 1890 MHz |  608 | -67 dBm | -30 dBm | Pass
 1900 MHz | 1158 | -67 dBm | -30 dBm | Pass
 1910 MHz | 1135 | -67 dBm | -30 dBm | Pass
 1920 MHz |  155 | -67 dBm | -30 dBm | Pass
 1930 MHz | 1281 | -67 dBm | -30 dBm | Pass
 1940 MHz |  379 | -67 dBm | -30 dBm | Pass
 1950 MHz | 1313 | -67 dBm | -30 dBm | Pass
 1960 MHz |  464 | -67 dBm | -30 dBm | Pass
 1970 MHz |  512 | -67 dBm | -30 dBm | Pass
 1980 MHz |  861 | -67 dBm | -30 dBm | Pass
 1990 MHz |   74 | -67 dBm | -30 dBm | Pass
 2000 MHz | 1213 | -67 dBm | -30 dBm | Pass
 2003 MHz |  156 | -67 dBm | -35 dBm | Pass
 2006 MHz |   12 | -67 dBm | -35 dBm | fbf_1
 2009 MHz | 1047 | -67 dBm | -35 dBm | Pass
 2012 MHz | 1239 | -67 dBm | -35 dBm | Pass
 2015 MHz | 1052 | -67 dBm | -35 dBm | Pass
 2018 MHz |   18 | -67 dBm | -35 dBm | fbf_1
 2021 MHz | 1089 | -67 dBm | -35 dBm | Pass
 2024 MHz |  859 | -67 dBm | -35 dBm | Pass
 2027 MHz |  690 | -67 dBm | -35 dBm | Pass
 2030 MHz | 1421 | -67 dBm | -35 dBm | Pass
 2033 MHz | 1138 | -67 dBm | -35 dBm | Pass
 2036 MHz |  642 | -67 dBm | -35 dBm | Pass
 2039 MHz | 1352 | -67 dBm | -35 dBm | Pass
 2042 MHz | 1496 | -67 dBm | -35 dBm | Pass
 2045 MHz |  592 | -67 dBm | -35 dBm | Pass
 2048 MHz |  196 | -67 dBm | -35 dBm | Pass
 2051 MHz | 1349 | -67 dBm | -35 dBm | Pass
 2054 MHz | 1040 | -67 dBm | -35 dBm | Pass
 2057 MHz |  329 | -67 dBm | -35 dBm | Pass
 2060 MHz |  757 | -67 dBm | -35 dBm | Pass
 2063 MHz |  967 | -67 dBm | -35 dBm | Pass
 2066 MHz | 1487 | -67 dBm | -35 dBm | Pass
 2069 MHz |   47 | -67 dBm | -35 dBm | Pass
 2072 MHz | 1090 | -67 dBm | -35 dBm | Pass
 2075 MHz |   46 | -67 dBm | -35 dBm | Pass
 2078 MHz | 1232 | -67 dBm | -35 dBm | Pass
 2081 MHz |   42 | -67 dBm | -35 dBm | Pass
 2084 MHz | 1139 | -67 dBm | -35 dBm | Pass
 2087 MHz |  689 | -67 dBm | -35 dBm | Pass
 2090 MHz |  110 | -67 dBm | -35 dBm | Pass
 2093 MHz |  796 | -67 dBm | -35 dBm | Pass
 2096 MHz |  704 | -67 dBm | -35 dBm | Pass
 2099 MHz | 1053 | -67 dBm | -35 dBm | Pass
 2102 MHz |  464 | -67 dBm | -35 dBm | Pass
 2105 MHz | 1006 | -67 dBm | -35 dBm | Pass
 2108 MHz |   92 | -67 dBm | -35 dBm | Pass
 2111 MHz | 1146 | -67 dBm | -35 dBm | Pass
 2114 MHz |  582 | -67 dBm | -35 dBm | Pass
 2117 MHz |  978 | -67 dBm | -35 dBm | Pass
 2120 MHz |    7 | -67 dBm | -35 dBm | fbf_1
 2123 MHz |  256 | -67 dBm | -35 dBm | Pass
 2126 MHz |   81 | -67 dBm | -35 dBm | Pass
 2129 MHz |  749 | -67 dBm | -35 dBm | Pass
 2132 MHz | 1086 | -67 dBm | -35 dBm | Pass
 2135 MHz |  122 | -67 dBm | -35 dBm | Pass
 2138 MHz |  742 | -67 dBm | -35 dBm | Pass
 2141 MHz |  315 | -67 dBm | -35 dBm | Pass
 2144 MHz |   82 | -67 dBm | -35 dBm | Pass
 2147 MHz | 1109 | -67 dBm | -35 dBm | Pass
 2150 MHz |  638 | -67 dBm | -35 dBm | Pass
 2153 MHz |  772 | -67 dBm | -35 dBm | Pass
 2156 MHz |  543 | -67 dBm | -35 dBm | Pass
 2159 MHz | 1362 | -67 dBm | -35 dBm | Pass
 2162 MHz |  268 | -67 dBm | -35 dBm | Pass
 2165 MHz |  803 | -67 dBm | -35 dBm | Pass
 2168 MHz |  583 | -67 dBm | -35 dBm | Pass
 2171 MHz |  866 | -67 dBm | -35 dBm | Pass
 2174 MHz | 1038 | -67 dBm | -35 dBm | Pass
 2177 MHz | 1126 | -67 dBm | -35 dBm | Pass
 2180 MHz |   86 | -67 dBm | -35 dBm | Pass
 2183 MHz |  629 | -67 dBm | -35 dBm | Pass
 2186 MHz |  994 | -67 dBm | -35 dBm | Pass
 2189 MHz | 1201 | -67 dBm | -35 dBm | Pass
 2192 MHz |  922 | -67 dBm | -35 dBm | Pass
 2195 MHz |   57 | -67 dBm | -35 dBm | Pass
 2198 MHz | 1411 | -67 dBm | -35 dBm | Pass
 2201 MHz |  103 | -67 dBm | -35 dBm | Pass
 2204 MHz |  759 | -67 dBm | -35 dBm | Pass
 2207 MHz | 1389 | -67 dBm | -35 dBm | Pass
 2210 MHz |  978 | -67 dBm | -35 dBm | Pass
 2213 MHz |  969 | -67 dBm | -35 dBm | Pass
 2216 MHz |  346 | -67 dBm | -35 dBm | Pass
 2219 MHz |  986 | -67 dBm | -35 dBm | Pass
 2222 MHz |  761 | -67 dBm | -35 dBm | Pass
 2225 MHz |  945 | -67 dBm | -35 dBm | Pass
 2228 MHz | 1069 | -67 dBm | -35 dBm | Pass
 2231 MHz |  450 | -67 dBm | -35 dBm | Pass
 2234 MHz | 1008 | -67 dBm | -35 dBm | Pass
 2237 MHz |  120 | -67 dBm | -35 dBm | Pass
 2240 MHz | 1431 | -67 dBm | -35 dBm | Pass
 2243 MHz |  723 | -67 dBm | -35 dBm | Pass
 2246 MHz |  491 | -67 dBm | -35 dBm | Pass
 2249 MHz |  165 | -67 dBm | -35 dBm | Pass
 2252 MHz | 1424 | -67 dBm | -35 dBm | Pass
 2255 MHz | 1083 | -67 dBm | -35 dBm | Pass
 2258 MHz |  348 | -67 dBm | -35 dBm | Pass
 2261 MHz |  472 | -67 dBm | -35 dBm | Pass
 2264 MHz | 1015 | -67 dBm | -35 dBm | Pass
 2267 MHz |  544 | -67 dBm | -35 dBm | Pass
 2270 MHz |  459 | -67 dBm | -35 dBm | Pass
 2273 MHz | 1350 | -67 dBm | -35 dBm | Pass
 2276 MHz |  603 | -67 dBm | -35 dBm | Pass
 2279 MHz | 1118 | -67 dBm | -35 dBm | Pass
 2282 MHz | 1009 | -67 dBm | -35 dBm | Pass
 2285 MHz |  477 | -67 dBm | -35 dBm | Pass
 2288 MHz | 1347 | -67 dBm | -35 dBm | Pass
 2291 MHz | 1476 | -67 dBm | -35 dBm | Pass
 2294 MHz |  593 | -67 dBm | -35 dBm | Pass
 2297 MHz |   27 | -67 dBm | -35 dBm | fbf_1
 2300 MHz | 1102 | -67 dBm | -35 dBm | Pass
 2303 MHz |  325 | -67 dBm | -35 dBm | Pass
 2306 MHz | 1340 | -67 dBm | -35 dBm | Pass
 2309 MHz |   69 | -67 dBm | -35 dBm | Pass
 2312 MHz |  395 | -67 dBm | -35 dBm | Pass
 2315 MHz |  288 | -67 dBm | -35 dBm | Pass
 2318 MHz | 1489 | -67 dBm | -35 dBm | Pass
 2321 MHz | 1196 | -67 dBm | -35 dBm | Pass
 2324 MHz |  342 | -67 dBm | -35 dBm | Pass
 2327 MHz |  505 | -67 dBm | -35 dBm | Pass
 2330 MHz |  831 | -67 dBm | -35 dBm | Pass
 2333 MHz | 1082 | -67 dBm | -35 dBm | Pass
 2336 MHz |  932 | -67 dBm | -35 dBm | Pass
 2339 MHz | 1079 | -67 dBm | -35 dBm | Pass
 2342 MHz | 1094 | -67 dBm | -35 dBm | Pass
 2345 MHz |  538 | -67 dBm | -35 dBm | Pass
 2348 MHz |  877 | -67 dBm | -35 dBm | Pass
 2351 MHz | 1380 | -67 dBm | -35 dBm | Pass
 2354 MHz |  942 | -67 dBm | -35 dBm | Pass
 2357 MHz | 1345 | -67 dBm | -35 dBm | Pass
 2360 MHz |  651 | -67 dBm | -35 dBm | Pass
 2363 MHz | 1234 | -67 dBm | -35 dBm | Pass
 2366 MHz |  584 | -67 dBm | -35 dBm | Pass
 2369 MHz | 1348 | -67 dBm | -35 dBm | Pass
 2372 MHz | 1461 | -67 dBm | -35 dBm | Pass
 2375 MHz |  567 | -67 dBm | -35 dBm | Pass
 2378 MHz |  480 | -67 dBm | -35 dBm | Pass
 2381 MHz | 1069 | -67 dBm | -35 dBm | Pass
 2384 MHz | 1239 | -67 dBm | -35 dBm | Pass
 2387 MHz | 1343 | -67 dBm | -35 dBm | Pass
 2390 MHz |  370 | -67 dBm | -35 dBm | Pass
 2393 MHz | 1447 | -67 dBm | -35 dBm | Pass
 2396 MHz | 1063 | -67 dBm | -35 dBm | Pass
 2399 MHz |  623 | -67 dBm | -35 dBm | Pass
 2484 MHz | 1140 | -67 dBm | -35 dBm | Pass
 2487 MHz |   25 | -67 dBm | -35 dBm | fbf_1
 2490 MHz | 1098 | -67 dBm | -35 dBm | Pass
 2493 MHz |  245 | -67 dBm | -35 dBm | Pass
 2496 MHz | 1342 | -67 dBm | -35 dBm | Pass
 2499 MHz |  209 | -67 dBm | -35 dBm | Pass
 2502 MHz |  426 | -67 dBm | -35 dBm | Pass
 2505 MHz |  377 | -67 dBm | -35 dBm | Pass
 2508 MHz |  314 | -67 dBm | -35 dBm | Pass
 2511 MHz |  916 | -67 dBm | -35 dBm | Pass
 2514 MHz |  185 | -67 dBm | -35 dBm | Pass
 2517 MHz | 1278 | -67 dBm | -35 dBm | Pass
 2520 MHz |  288 | -67 dBm | -35 dBm | Pass
 2523 MHz | 1474 | -67 dBm | -35 dBm | Pass
 2526 MHz | 1213 | -67 dBm | -35 dBm | Pass
 2529 MHz |  442 | -67 dBm | -35 dBm | Pass
 2532 MHz |  962 | -67 dBm | -35 dBm | Pass
 2535 MHz | 1067 | -67 dBm | -35 dBm | Pass
 2538 MHz |  742 | -67 dBm | -35 dBm | Pass
 2541 MHz |  803 | -67 dBm | -35 dBm | Pass
 2544 MHz | 1038 | -67 dBm | -35 dBm | Pass
 2547 MHz | 1255 | -67 dBm | -35 dBm | Pass
 2550 MHz |  638 | -67 dBm | -35 dBm | Pass
 2553 MHz |  703 | -67 dBm | -35 dBm | Pass
 2556 MHz |  922 | -67 dBm | -35 dBm | Pass
 2559 MHz |  864 | -67 dBm | -35 dBm | Pass
 2562 MHz | 1119 | -67 dBm | -35 dBm | Pass
 2565 MHz |  308 | -67 dBm | -35 dBm | Pass
 2568 MHz | 1210 | -67 dBm | -35 dBm | Pass
 2571 MHz |  586 | -67 dBm | -35 dBm | Pass
 2574 MHz | 1195 | -67 dBm | -35 dBm | Pass
 2577 MHz |   31 | -67 dBm | -35 dBm | fbf_1
 2580 MHz |  686 | -67 dBm | -35 dBm | Pass
 2583 MHz |  218 | -67 dBm | -35 dBm | Pass
 2586 MHz |  418 | -67 dBm | -35 dBm | Pass
 2589 MHz | 1154 | -67 dBm | -35 dBm | Pass
 2592 MHz | 1100 | -67 dBm | -35 dBm | Pass
 2595 MHz |  913 | -67 dBm | -35 dBm | Pass
 2598 MHz |  185 | -67 dBm | -35 dBm | Pass
 2601 MHz |  495 | -67 dBm | -35 dBm | Pass
 2604 MHz | 1215 | -67 dBm | -35 dBm | Pass
 2607 MHz |  217 | -67 dBm | -35 dBm | Pass
 2610 MHz |  685 | -67 dBm | -35 dBm | Pass
 2613 MHz |  682 | -67 dBm | -35 dBm | Pass
 2616 MHz | 1268 | -67 dBm | -35 dBm | Pass
 2619 MHz | 1375 | -67 dBm | -35 dBm | Pass
 2622 MHz | 1193 | -67 dBm | -35 dBm | Pass
 2625 MHz |  488 | -67 dBm | -35 dBm | Pass
 2628 MHz | 1417 | -67 dBm | -35 dBm | Pass
 2631 MHz |  884 | -67 dBm | -35 dBm | Pass
 2634 MHz | 1063 | -67 dBm | -35 dBm | Pass
 2637 MHz |  524 | -67 dBm | -35 dBm | Pass
 2640 MHz |   84 | -67 dBm | -35 dBm | Pass
 2643 MHz |  348 | -67 dBm | -35 dBm | Pass
 2646 MHz |  846 | -67 dBm | -35 dBm | Pass
 2649 MHz |  360 | -67 dBm | -35 dBm | Pass
 2652 MHz | 1192 | -67 dBm | -35 dBm | Pass
 2655 MHz | 1098 | -67 dBm | -35 dBm | Pass
 2658 MHz |  860 | -67 dBm | -35 dBm | Pass
 2661 MHz |  158 | -67 dBm | -35 dBm | Pass
 2664 MHz | 1306 | -67 dBm | -35 dBm | Pass
 2667 MHz | 1255 | -67 dBm | -35 dBm | Pass
 2670 MHz | 1288 | -67 dBm | -35 dBm | Pass
 2673 MHz |  779 | -67 dBm | -35 dBm | Pass
 2676 MHz | 1320 | -67 dBm | -35 dBm | Pass
 2679 MHz |   81 | -67 dBm | -35 dBm | Pass
 2682 MHz | 1463 | -67 dBm | -35 dBm | Pass
 2685 MHz |   71 | -67 dBm | -35 dBm | Pass
 2688 MHz | 1241 | -67 dBm | -35 dBm | Pass
 2691 MHz |  392 | -67 dBm | -35 dBm | Pass
 2694 MHz |  268 | -67 dBm | -35 dBm | Pass
 2697 MHz |  722 | -67 dBm | -35 dBm | Pass
 2700 MHz | 1222 | -67 dBm | -35 dBm | Pass
 2703 MHz |  926 | -67 dBm | -35 dBm | Pass
 2706 MHz |  656 | -67 dBm | -35 dBm | Pass
 2709 MHz | 1132 | -67 dBm | -35 dBm | Pass
 2712 MHz | 1270 | -67 dBm | -35 dBm | Pass
 2715 MHz | 1049 | -67 dBm | -35 dBm | Pass
 2718 MHz |  997 | -67 dBm | -35 dBm | Pass
 2721 MHz | 1212 | -67 dBm | -35 dBm | Pass
 2724 MHz | 1421 | -67 dBm | -35 dBm | Pass
 2727 MHz |  197 | -67 dBm | -35 dBm | Pass
 2730 MHz |  255 | -67 dBm | -35 dBm | Pass
 2733 MHz |  792 | -67 dBm | -35 dBm | Pass
 2736 MHz | 1124 | -67 dBm | -35 dBm | Pass
 2739 MHz |   82 | -67 dBm | -35 dBm | Pass
 2742 MHz |  335 | -67 dBm | -35 dBm | Pass
 2745 MHz | 1212 | -67 dBm | -35 dBm | Pass
 2748 MHz |  926 | -67 dBm | -35 dBm | Pass
 2751 MHz |  511 | -67 dBm | -35 dBm | Pass
 2754 MHz |   92 | -67 dBm | -35 dBm | Pass
 2757 MHz |  275 | -67 dBm | -35 dBm | Pass
 2760 MHz | 1193 | -67 dBm | -35 dBm | Pass
 2763 MHz |  452 | -67 dBm | -35 dBm | Pass
 2766 MHz |  360 | -67 dBm | -35 dBm | Pass
 2769 MHz | 1306 | -67 dBm | -35 dBm | Pass
 2772 MHz | 1081 | -67 dBm | -35 dBm | Pass
 2775 MHz |  638 | -67 dBm | -35 dBm | Pass
 2778 MHz |  724 | -67 dBm | -35 dBm | Pass
