*** Failures ***
Frequency | Received Packets |Wanted Signal Level | Blocking Signal Level | Results
 2544 MHz |  399 | -67 dBm | -35 dBm | fbf_2
 2586 MHz |  365 | -67 dBm | -35 dBm | fbf_2
 2670 MHz |  260 | -67 dBm | -35 dBm | fbf_2
 2709 MHz |   91 | -67 dBm | -35 dBm | fbf_2
 2766 MHz |  174 | -67 dBm | -35 dBm | fbf_2
 2793 MHz |  332 | -67 dBm | -35 dBm | fbf_2
 2811 MHz |  278 | -67 dBm | -35 dBm | fbf_2
 2832 MHz |  197 | -67 dBm | -35 dBm | fbf_2
 2835 MHz |  217 | -67 dBm | -35 dBm | fbf_2
 2856 MHz |  228 | -67 dBm | -35 dBm | fbf_2
 2880 MHz |  452 | -67 dBm | -35 dBm | fbf_2
 2886 MHz |  164 | -67 dBm | -35 dBm | fbf_2
 2934 MHz |  272 | -67 dBm | -35 dBm | fbf_2
 2952 MHz |  165 | -67 dBm | -35 dBm | fbf_2
 2976 MHz |  284 | -67 dBm | -35 dBm | fbf_2
 2982 MHz |  432 | -67 dBm | -35 dBm | fbf_2
 2997 MHz |  127 | -67 dBm | -35 dBm | fbf_2
 3025 MHz |  397 | -67 dBm | -30 dBm | fbf_2
 3100 MHz |  234 | -67 dBm | -30 dBm | fbf_2
 3350 MHz |  403 | -67 dBm | -30 dBm | fbf_2
 3375 MHz |  431 | -67 dBm | -30 dBm | fbf_2
 3975 MHz |  225 | -67 dBm | -30 dBm | fbf_2
 4250 MHz |  256 | -67 dBm | -30 dBm | fbf_2
 4925 MHz |  367 | -67 dBm | -30 dBm | fbf_2
 4950 MHz |  208 | -67 dBm | -30 dBm | fbf_2
 5175 MHz |  362 | -67 dBm | -30 dBm | fbf_2
 5225 MHz |  307 | -67 dBm | -30 dBm | fbf_2
 5425 MHz |   66 | -67 dBm | -30 dBm | fbf_2
 5650 MHz |  229 | -67 dBm | -30 dBm | fbf_2
 6850 MHz |  364 | -67 dBm | -30 dBm | fbf_2
 6900 MHz |  164 | -67 dBm | -30 dBm | fbf_2
 7150 MHz |  138 | -67 dBm | -30 dBm | fbf_2
 7225 MHz |  422 | -67 dBm | -30 dBm | fbf_2
 7475 MHz |  313 | -67 dBm | -30 dBm | fbf_2
 8175 MHz |   33 | -67 dBm | -30 dBm | fbf_2
 9350 MHz |  420 | -67 dBm | -30 dBm | fbf_2
 9850 MHz |   62 | -67 dBm | -30 dBm | fbf_2
 9900 MHz |  428 | -67 dBm | -30 dBm | fbf_2
10025 MHz |  238 | -67 dBm | -30 dBm | fbf_2
10050 MHz |  151 | -67 dBm | -30 dBm | fbf_2
10275 MHz |  364 | -67 dBm | -30 dBm | fbf_2
10675 MHz |  228 | -67 dBm | -30 dBm | fbf_2
11050 MHz |  429 | -67 dBm | -30 dBm | fbf_2
11100 MHz |  190 | -67 dBm | -30 dBm | fbf_2
11425 MHz |  335 | -67 dBm | -30 dBm | fbf_2
12650 MHz |  384 | -67 dBm | -30 dBm | fbf_2
12750 MHz |  253 | -67 dBm | -30 dBm | fbf_2


*** Warnings ***
Frequency | Received Packets |Wanted Signal Level | Blocking Signal Level | Results
   70 MHz |  146 | -67 dBm | -30 dBm | fbf_1
  170 MHz |   46 | -67 dBm | -30 dBm | fbf_1
  190 MHz |   17 | -67 dBm | -30 dBm | fbf_1
  220 MHz |  259 | -67 dBm | -30 dBm | fbf_1
  300 MHz |   46 | -67 dBm | -30 dBm | fbf_1
  360 MHz |   31 | -67 dBm | -30 dBm | fbf_1
  390 MHz |  220 | -67 dBm | -30 dBm | fbf_1
  430 MHz |  257 | -67 dBm | -30 dBm | fbf_1
  550 MHz |   95 | -67 dBm | -30 dBm | fbf_1
  600 MHz |  461 | -67 dBm | -30 dBm | fbf_1
  610 MHz |  229 | -67 dBm | -30 dBm | fbf_1
  650 MHz |  182 | -67 dBm | -30 dBm | fbf_1
  660 MHz |  347 | -67 dBm | -30 dBm | fbf_1
  710 MHz |  388 | -67 dBm | -30 dBm | fbf_1
  730 MHz |  440 | -67 dBm | -30 dBm | fbf_1
  760 MHz |  280 | -67 dBm | -30 dBm | fbf_1
  780 MHz |  151 | -67 dBm | -30 dBm | fbf_1
  790 MHz |   41 | -67 dBm | -30 dBm | fbf_1
  860 MHz |  353 | -67 dBm | -30 dBm | fbf_1
 1020 MHz |  132 | -67 dBm | -30 dBm | fbf_1
 1030 MHz |  407 | -67 dBm | -30 dBm | fbf_1
 1100 MHz |    5 | -67 dBm | -30 dBm | fbf_1
 1120 MHz |  271 | -67 dBm | -30 dBm | fbf_1
 1160 MHz |  274 | -67 dBm | -30 dBm | fbf_1
 1180 MHz |  288 | -67 dBm | -30 dBm | fbf_1
 1250 MHz |  306 | -67 dBm | -30 dBm | fbf_1
 1350 MHz |  175 | -67 dBm | -30 dBm | fbf_1
 1410 MHz |  291 | -67 dBm | -30 dBm | fbf_1
 1570 MHz |   78 | -67 dBm | -30 dBm | fbf_1
 1680 MHz |  339 | -67 dBm | -30 dBm | fbf_1
 1710 MHz |  446 | -67 dBm | -30 dBm | fbf_1
 1720 MHz |  448 | -67 dBm | -30 dBm | fbf_1
 1740 MHz |  197 | -67 dBm | -30 dBm | fbf_1
 1840 MHz |  160 | -67 dBm | -30 dBm | fbf_1
 1930 MHz |  239 | -67 dBm | -30 dBm | fbf_1
 2015 MHz |  363 | -67 dBm | -35 dBm | fbf_1
 2021 MHz |  291 | -67 dBm | -35 dBm | fbf_1
 2024 MHz |  321 | -67 dBm | -35 dBm | fbf_1
 2030 MHz |  105 | -67 dBm | -35 dBm | fbf_1
 2042 MHz |  378 | -67 dBm | -35 dBm | fbf_1
 2057 MHz |  103 | -67 dBm | -35 dBm | fbf_1
 2087 MHz |  319 | -67 dBm | -35 dBm | fbf_1
 2093 MHz |  152 | -67 dBm | -35 dBm | fbf_1
 2102 MHz |   38 | -67 dBm | -35 dBm | fbf_1
 2129 MHz |  399 | -67 dBm | -35 dBm | fbf_1
 2141 MHz |   58 | -67 dBm | -35 dBm | fbf_1
 2162 MHz |  348 | -67 dBm | -35 dBm | fbf_1
 2174 MHz |  380 | -67 dBm | -35 dBm | fbf_1
 2186 MHz |  157 | -67 dBm | -35 dBm | fbf_1
 2192 MHz |  324 | -67 dBm | -35 dBm | fbf_1
 2222 MHz |  355 | -67 dBm | -35 dBm | fbf_1
 2237 MHz |  433 | -67 dBm | -35 dBm | fbf_1
 2240 MHz |  393 | -67 dBm | -35 dBm | fbf_1
 2255 MHz |  257 | -67 dBm | -35 dBm | fbf_1
 2258 MHz |  205 | -67 dBm | -35 dBm | fbf_1
 2273 MHz |  411 | -67 dBm | -35 dBm | fbf_1
 2288 MHz |  387 | -67 dBm | -35 dBm | fbf_1
 2309 MHz |  361 | -67 dBm | -35 dBm | fbf_1
 2312 MHz |  331 | -67 dBm | -35 dBm | fbf_1
 2315 MHz |  125 | -67 dBm | -35 dBm | fbf_1
 2318 MHz |  379 | -67 dBm | -35 dBm | fbf_1
 2321 MHz |  189 | -67 dBm | -35 dBm | fbf_1
 2336 MHz |   87 | -67 dBm | -35 dBm | fbf_1
 2342 MHz |    7 | -67 dBm | -35 dBm | fbf_1
 2345 MHz |   72 | -67 dBm | -35 dBm | fbf_1
 2366 MHz |  217 | -67 dBm | -35 dBm | fbf_1
 2384 MHz |  139 | -67 dBm | -35 dBm | fbf_1
 2390 MHz |  269 | -67 dBm | -35 dBm | fbf_1
 2393 MHz |  139 | -67 dBm | -35 dBm | fbf_1
 2493 MHz |   18 | -67 dBm | -35 dBm | fbf_1
 2511 MHz |  333 | -67 dBm | -35 dBm | fbf_1
 2514 MHz |  171 | -67 dBm | -35 dBm | fbf_1
 2517 MHz |   84 | -67 dBm | -35 dBm | fbf_1
 2526 MHz |  329 | -67 dBm | -35 dBm | fbf_1
 2547 MHz |   60 | -67 dBm | -35 dBm | fbf_1
 2559 MHz |  441 | -67 dBm | -35 dBm | fbf_1
 2562 MHz |  232 | -67 dBm | -35 dBm | fbf_1
 2565 MHz |  400 | -67 dBm | -35 dBm | fbf_1
 2571 MHz |  194 | -67 dBm | -35 dBm | fbf_1
 2580 MHz |  329 | -67 dBm | -35 dBm | fbf_1
 2589 MHz |  325 | -67 dBm | -35 dBm | fbf_1
 2610 MHz |  342 | -67 dBm | -35 dBm | fbf_1
 2613 MHz |  256 | -67 dBm | -35 dBm | fbf_1
 2637 MHz |  152 | -67 dBm | -35 dBm | fbf_1
 2640 MHz |  222 | -67 dBm | -35 dBm | fbf_1
 2649 MHz |   27 | -67 dBm | -35 dBm | fbf_1
 2664 MHz |  134 | -67 dBm | -35 dBm | fbf_1
 2679 MHz |   43 | -67 dBm | -35 dBm | fbf_1
 2691 MHz |  295 | -67 dBm | -35 dBm | fbf_1
 2700 MHz |  420 | -67 dBm | -35 dBm | fbf_1
 2706 MHz |   46 | -67 dBm | -35 dBm | fbf_1
 2718 MHz |  156 | -67 dBm | -35 dBm | fbf_1
 2739 MHz |  262 | -67 dBm | -35 dBm | fbf_1
 2748 MHz |  129 | -67 dBm | -35 dBm | fbf_1
 2757 MHz |  350 | -67 dBm | -35 dBm | fbf_1
 2760 MHz |  317 | -67 dBm | -35 dBm | fbf_1
 2763 MHz |  221 | -67 dBm | -35 dBm | fbf_1
 2787 MHz |   27 | -67 dBm | -35 dBm | fbf_1
 2799 MHz |  158 | -67 dBm | -35 dBm | fbf_1
 2802 MHz |  417 | -67 dBm | -35 dBm | fbf_1
 2805 MHz |  174 | -67 dBm | -35 dBm | fbf_1
 2814 MHz |  104 | -67 dBm | -35 dBm | fbf_1
 2838 MHz |  377 | -67 dBm | -35 dBm | fbf_1
 2847 MHz |  402 | -67 dBm | -35 dBm | fbf_1
 2865 MHz |   39 | -67 dBm | -35 dBm | fbf_1
 2871 MHz |  257 | -67 dBm | -35 dBm | fbf_1
 2883 MHz |   23 | -67 dBm | -35 dBm | fbf_1
 2904 MHz |  177 | -67 dBm | -35 dBm | fbf_1
 2919 MHz |   91 | -67 dBm | -35 dBm | fbf_1
 2985 MHz |  417 | -67 dBm | -35 dBm | fbf_1
 3125 MHz |  390 | -67 dBm | -30 dBm | fbf_1
 3150 MHz |  331 | -67 dBm | -30 dBm | fbf_1
 3200 MHz |  319 | -67 dBm | -30 dBm | fbf_1
 3400 MHz |  152 | -67 dBm | -30 dBm | fbf_1
 3775 MHz |  426 | -67 dBm | -30 dBm | fbf_1
 3800 MHz |  105 | -67 dBm | -30 dBm | fbf_1
 3875 MHz |   72 | -67 dBm | -30 dBm | fbf_1
 3950 MHz |  420 | -67 dBm | -30 dBm | fbf_1
 4025 MHz |  384 | -67 dBm | -30 dBm | fbf_1
 4200 MHz |  114 | -67 dBm | -30 dBm | fbf_1
 4300 MHz |  394 | -67 dBm | -30 dBm | fbf_1
 4400 MHz |  211 | -67 dBm | -30 dBm | fbf_1
 4475 MHz |  155 | -67 dBm | -30 dBm | fbf_1
 4575 MHz |  156 | -67 dBm | -30 dBm | fbf_1
 4675 MHz |  361 | -67 dBm | -30 dBm | fbf_1
 4700 MHz |  266 | -67 dBm | -30 dBm | fbf_1
 4775 MHz |  412 | -67 dBm | -30 dBm | fbf_1
 4800 MHz |  415 | -67 dBm | -30 dBm | fbf_1
 4900 MHz |  266 | -67 dBm | -30 dBm | fbf_1
 5075 MHz |  257 | -67 dBm | -30 dBm | fbf_1
 5100 MHz |  149 | -67 dBm | -30 dBm | fbf_1
 5125 MHz |  200 | -67 dBm | -30 dBm | fbf_1
 5250 MHz |  173 | -67 dBm | -30 dBm | fbf_1
 5275 MHz |  449 | -67 dBm | -30 dBm | fbf_1
 5350 MHz |  390 | -67 dBm | -30 dBm | fbf_1
 5400 MHz |   17 | -67 dBm | -30 dBm | fbf_1
 5450 MHz |  325 | -67 dBm | -30 dBm | fbf_1
 5475 MHz |  349 | -67 dBm | -30 dBm | fbf_1
 5525 MHz |  385 | -67 dBm | -30 dBm | fbf_1
 5550 MHz |  444 | -67 dBm | -30 dBm | fbf_1
 5575 MHz |   21 | -67 dBm | -30 dBm | fbf_1
 5625 MHz |  275 | -67 dBm | -30 dBm | fbf_1
 5725 MHz |  399 | -67 dBm | -30 dBm | fbf_1
 6050 MHz |  215 | -67 dBm | -30 dBm | fbf_1
 6275 MHz |  424 | -67 dBm | -30 dBm | fbf_1
 6450 MHz |  371 | -67 dBm | -30 dBm | fbf_1
 6550 MHz |   80 | -67 dBm | -30 dBm | fbf_1
 6575 MHz |   66 | -67 dBm | -30 dBm | fbf_1
 6600 MHz |  295 | -67 dBm | -30 dBm | fbf_1
 7075 MHz |  411 | -67 dBm | -30 dBm | fbf_1
 7125 MHz |  433 | -67 dBm | -30 dBm | fbf_1
 7325 MHz |  381 | -67 dBm | -30 dBm | fbf_1
 7425 MHz |   89 | -67 dBm | -30 dBm | fbf_1
 7525 MHz |  436 | -67 dBm | -30 dBm | fbf_1
 7700 MHz |   88 | -67 dBm | -30 dBm | fbf_1
 7825 MHz |  133 | -67 dBm | -30 dBm | fbf_1
 7850 MHz |  335 | -67 dBm | -30 dBm | fbf_1
 8000 MHz |  382 | -67 dBm | -30 dBm | fbf_1
 8350 MHz |  458 | -67 dBm | -30 dBm | fbf_1
 8550 MHz |  247 | -67 dBm | -30 dBm | fbf_1
 8575 MHz |  173 | -67 dBm | -30 dBm | fbf_1
 8650 MHz |  179 | -67 dBm | -30 dBm | fbf_1
 8850 MHz |  447 | -67 dBm | -30 dBm | fbf_1
 8875 MHz |   21 | -67 dBm | -30 dBm | fbf_1
 8925 MHz |  201 | -67 dBm | -30 dBm | fbf_1
 9000 MHz |   85 | -67 dBm | -30 dBm | fbf_1
 9150 MHz |  382 | -67 dBm | -30 dBm | fbf_1
 9175 MHz |  373 | -67 dBm | -30 dBm | fbf_1
 9200 MHz |  117 | -67 dBm | -30 dBm | fbf_1
 9225 MHz |   61 | -67 dBm | -30 dBm | fbf_1
 9250 MHz |  214 | -67 dBm | -30 dBm | fbf_1
 9400 MHz |  170 | -67 dBm | -30 dBm | fbf_1
 9475 MHz |  331 | -67 dBm | -30 dBm | fbf_1
 9825 MHz |  425 | -67 dBm | -30 dBm | fbf_1
 9975 MHz |  202 | -67 dBm | -30 dBm | fbf_1
10125 MHz |  168 | -67 dBm | -30 dBm | fbf_1
10150 MHz |  348 | -67 dBm | -30 dBm | fbf_1
10225 MHz |   28 | -67 dBm | -30 dBm | fbf_1
10300 MHz |   93 | -67 dBm | -30 dBm | fbf_1
10400 MHz |    5 | -67 dBm | -30 dBm | fbf_1
10425 MHz |  142 | -67 dBm | -30 dBm | fbf_1
10625 MHz |  129 | -67 dBm | -30 dBm | fbf_1
10650 MHz |   58 | -67 dBm | -30 dBm | fbf_1
10750 MHz |  102 | -67 dBm | -30 dBm | fbf_1
10775 MHz |  299 | -67 dBm | -30 dBm | fbf_1
10925 MHz |  192 | -67 dBm | -30 dBm | fbf_1
10950 MHz |  121 | -67 dBm | -30 dBm | fbf_1
11250 MHz |    9 | -67 dBm | -30 dBm | fbf_1
11325 MHz |   30 | -67 dBm | -30 dBm | fbf_1
11400 MHz |  127 | -67 dBm | -30 dBm | fbf_1
11725 MHz |  268 | -67 dBm | -30 dBm | fbf_1
11875 MHz |    8 | -67 dBm | -30 dBm | fbf_1
11900 MHz |  370 | -67 dBm | -30 dBm | fbf_1
11925 MHz |  164 | -67 dBm | -30 dBm | fbf_1
12000 MHz |  205 | -67 dBm | -30 dBm | fbf_1
12050 MHz |  268 | -67 dBm | -30 dBm | fbf_1
12300 MHz |  359 | -67 dBm | -30 dBm | fbf_1
12425 MHz |  230 | -67 dBm | -30 dBm | fbf_1
12575 MHz |   67 | -67 dBm | -30 dBm | fbf_1
12625 MHz |  460 | -67 dBm | -30 dBm | fbf_1
12675 MHz |   56 | -67 dBm | -30 dBm | fbf_1


*** All Results ***
Frequency | Received Packets |Wanted Signal Level | Blocking Signal Level | Results
   30 MHz |  532 | -67 dBm | -30 dBm | Pass
   40 MHz |  738 | -67 dBm | -30 dBm | Pass
   50 MHz |  573 | -67 dBm | -30 dBm | Pass
   60 MHz | 1195 | -67 dBm | -30 dBm | Pass
   70 MHz |  146 | -67 dBm | -30 dBm | fbf_1
   80 MHz |  580 | -67 dBm | -30 dBm | Pass
   90 MHz | 1042 | -67 dBm | -30 dBm | Pass
  100 MHz |  704 | -67 dBm | -30 dBm | Pass
  110 MHz | 1451 | -67 dBm | -30 dBm | Pass
  120 MHz |  625 | -67 dBm | -30 dBm | Pass
  130 MHz |  795 | -67 dBm | -30 dBm | Pass
  140 MHz | 1000 | -67 dBm | -30 dBm | Pass
  150 MHz |   11 | -67 dBm | -30 dBm | fbf_2
  160 MHz |  679 | -67 dBm | -30 dBm | Pass
  170 MHz |   46 | -67 dBm | -30 dBm | fbf_1
  180 MHz |  864 | -67 dBm | -30 dBm | Pass
  190 MHz |   17 | -67 dBm | -30 dBm | fbf_1
  200 MHz |  539 | -67 dBm | -30 dBm | Pass
  210 MHz |  959 | -67 dBm | -30 dBm | Pass
  220 MHz |  259 | -67 dBm | -30 dBm | fbf_1
  230 MHz | 1212 | -67 dBm | -30 dBm | Pass
  240 MHz |   90 | -67 dBm | -30 dBm | fbf_2
  250 MHz |  781 | -67 dBm | -30 dBm | Pass
  260 MHz | 1248 | -67 dBm | -30 dBm | Pass
  270 MHz |  302 | -67 dBm | -30 dBm | fbf_2
  280 MHz |  570 | -67 dBm | -30 dBm | Pass
  290 MHz |  972 | -67 dBm | -30 dBm | Pass
  300 MHz |   46 | -67 dBm | -30 dBm | fbf_1
  310 MHz | 1078 | -67 dBm | -30 dBm | Pass
  320 MHz | 1424 | -67 dBm | -30 dBm | Pass
  330 MHz |   60 | -67 dBm | -30 dBm | fbf_2
  340 MHz | 1226 | -67 dBm | -30 dBm | Pass
  350 MHz | 1168 | -67 dBm | -30 dBm | Pass
  360 MHz |   31 | -67 dBm | -30 dBm | fbf_1
  370 MHz | 1053 | -67 dBm | -30 dBm | Pass
  380 MHz |  998 | -67 dBm | -30 dBm | Pass
  390 MHz |  220 | -67 dBm | -30 dBm | fbf_1
  400 MHz |  577 | -67 dBm | -30 dBm | Pass
  410 MHz | 1386 | -67 dBm | -30 dBm | Pass
  420 MHz |  682 | -67 dBm | -30 dBm | Pass
  430 MHz |  257 | -67 dBm | -30 dBm | fbf_1
  440 MHz | 1346 | -67 dBm | -30 dBm | Pass
  450 MHz |  694 | -67 dBm | -30 dBm | Pass
  460 MHz | 1355 | -67 dBm | -30 dBm | Pass
  470 MHz |  500 | -67 dBm | -30 dBm | Pass
  480 MHz | 1052 | -67 dBm | -30 dBm | Pass
  490 MHz | 1008 | -67 dBm | -30 dBm | Pass
  500 MHz |  614 | -67 dBm | -30 dBm | Pass
  510 MHz | 1475 | -67 dBm | -30 dBm | Pass
  520 MHz |  853 | -67 dBm | -30 dBm | Pass
  530 MHz |  861 | -67 dBm | -30 dBm | Pass
  540 MHz |  298 | -67 dBm | -30 dBm | fbf_2
  550 MHz |   95 | -67 dBm | -30 dBm | fbf_1
  560 MHz |  894 | -67 dBm | -30 dBm | Pass
  570 MHz | 1312 | -67 dBm | -30 dBm | Pass
  580 MHz | 1155 | -67 dBm | -30 dBm | Pass
  590 MHz |  585 | -67 dBm | -30 dBm | Pass
  600 MHz |  461 | -67 dBm | -30 dBm | fbf_1
  610 MHz |  229 | -67 dBm | -30 dBm | fbf_1
  620 MHz |  861 | -67 dBm | -30 dBm | Pass
  630 MHz |  855 | -67 dBm | -30 dBm | Pass
  640 MHz |  978 | -67 dBm | -30 dBm | Pass
  650 MHz |  182 | -67 dBm | -30 dBm | fbf_1
  660 MHz |  347 | -67 dBm | -30 dBm | fbf_1
  670 MHz | 1444 | -67 dBm | -30 dBm | Pass
  680 MHz |  483 | -67 dBm | -30 dBm | Pass
  690 MHz |  755 | -67 dBm | -30 dBm | Pass
  700 MHz |  752 | -67 dBm | -30 dBm | Pass
  710 MHz |  388 | -67 dBm | -30 dBm | fbf_1
  720 MHz | 1491 | -67 dBm | -30 dBm | Pass
  730 MHz |  440 | -67 dBm | -30 dBm | fbf_1
  740 MHz |  559 | -67 dBm | -30 dBm | Pass
  750 MHz |  575 | -67 dBm | -30 dBm | Pass
  760 MHz |  280 | -67 dBm | -30 dBm | fbf_1
  770 MHz | 1133 | -67 dBm | -30 dBm | Pass
  780 MHz |  151 | -67 dBm | -30 dBm | fbf_1
  790 MHz |   41 | -67 dBm | -30 dBm | fbf_1
  800 MHz | 1495 | -67 dBm | -30 dBm | Pass
  810 MHz |   81 | -67 dBm | -30 dBm | fbf_2
  820 MHz |  945 | -67 dBm | -30 dBm | Pass
  830 MHz | 1025 | -67 dBm | -30 dBm | Pass
  840 MHz |  518 | -67 dBm | -30 dBm | Pass
  850 MHz |  531 | -67 dBm | -30 dBm | Pass
  860 MHz |  353 | -67 dBm | -30 dBm | fbf_1
  870 MHz |  736 | -67 dBm | -30 dBm | Pass
  880 MHz |  442 | -67 dBm | -30 dBm | fbf_2
  890 MHz | 1447 | -67 dBm | -30 dBm | Pass
  900 MHz |  242 | -67 dBm | -30 dBm | fbf_2
  910 MHz | 1273 | -67 dBm | -30 dBm | Pass
  920 MHz | 1284 | -67 dBm | -30 dBm | Pass
  930 MHz |  659 | -67 dBm | -30 dBm | Pass
  940 MHz | 1304 | -67 dBm | -30 dBm | Pass
  950 MHz | 1326 | -67 dBm | -30 dBm | Pass
  960 MHz | 1046 | -67 dBm | -30 dBm | Pass
  970 MHz | 1241 | -67 dBm | -30 dBm | Pass
  980 MHz |  480 | -67 dBm | -30 dBm | Pass
  990 MHz | 1345 | -67 dBm | -30 dBm | Pass
 1000 MHz | 1413 | -67 dBm | -30 dBm | Pass
 1010 MHz |  366 | -67 dBm | -30 dBm | fbf_2
 1020 MHz |  132 | -67 dBm | -30 dBm | fbf_1
 1030 MHz |  407 | -67 dBm | -30 dBm | fbf_1
 1040 MHz |   19 | -67 dBm | -30 dBm | fbf_2
 1050 MHz | 1203 | -67 dBm | -30 dBm | Pass
 1060 MHz |   92 | -67 dBm | -30 dBm | fbf_2
 1070 MHz |  721 | -67 dBm | -30 dBm | Pass
 1080 MHz |  503 | -67 dBm | -30 dBm | Pass
 1090 MHz |  595 | -67 dBm | -30 dBm | Pass
 1100 MHz |    5 | -67 dBm | -30 dBm | fbf_1
 1110 MHz |  301 | -67 dBm | -30 dBm | fbf_2
 1120 MHz |  271 | -67 dBm | -30 dBm | fbf_1
 1130 MHz |  785 | -67 dBm | -30 dBm | Pass
 1140 MHz |  364 | -67 dBm | -30 dBm | fbf_2
 1150 MHz |  632 | -67 dBm | -30 dBm | Pass
 1160 MHz |  274 | -67 dBm | -30 dBm | fbf_1
 1170 MHz |  109 | -67 dBm | -30 dBm | fbf_2
 1180 MHz |  288 | -67 dBm | -30 dBm | fbf_1
 1190 MHz | 1201 | -67 dBm | -30 dBm | Pass
 1200 MHz | 1297 | -67 dBm | -30 dBm | Pass
 1210 MHz | 1333 | -67 dBm | -30 dBm | Pass
 1220 MHz |  677 | -67 dBm | -30 dBm | Pass
 1230 MHz | 1487 | -67 dBm | -30 dBm | Pass
 1240 MHz |  517 | -67 dBm | -30 dBm | Pass
 1250 MHz |  306 | -67 dBm | -30 dBm | fbf_1
 1260 MHz |  795 | -67 dBm | -30 dBm | Pass
 1270 MHz |  914 | -67 dBm | -30 dBm | Pass
 1280 MHz | 1307 | -67 dBm | -30 dBm | Pass
 1290 MHz |  661 | -67 dBm | -30 dBm | Pass
 1300 MHz | 1264 | -67 dBm | -30 dBm | Pass
 1310 MHz | 1131 | -67 dBm | -30 dBm | Pass
 1320 MHz |  511 | -67 dBm | -30 dBm | Pass
 1330 MHz |  950 | -67 dBm | -30 dBm | Pass
 1340 MHz |  173 | -67 dBm | -30 dBm | fbf_2
 1350 MHz |  175 | -67 dBm | -30 dBm | fbf_1
 1360 MHz |  234 | -67 dBm | -30 dBm | fbf_2
 1370 MHz | 1008 | -67 dBm | -30 dBm | Pass
 1380 MHz |  842 | -67 dBm | -30 dBm | Pass
 1390 MHz |  630 | -67 dBm | -30 dBm | Pass
 1400 MHz |  705 | -67 dBm | -30 dBm | Pass
 1410 MHz |  291 | -67 dBm | -30 dBm | fbf_1
 1420 MHz | 1079 | -67 dBm | -30 dBm | Pass
 1430 MHz |  233 | -67 dBm | -30 dBm | fbf_2
 1440 MHz | 1001 | -67 dBm | -30 dBm | Pass
 1450 MHz | 1447 | -67 dBm | -30 dBm | Pass
 1460 MHz |  373 | -67 dBm | -30 dBm | fbf_2
 1470 MHz |  627 | -67 dBm | -30 dBm | Pass
 1480 MHz |  535 | -67 dBm | -30 dBm | Pass
 1490 MHz |  628 | -67 dBm | -30 dBm | Pass
 1500 MHz |   47 | -67 dBm | -30 dBm | fbf_2
 1510 MHz | 1407 | -67 dBm | -30 dBm | Pass
 1520 MHz |  712 | -67 dBm | -30 dBm | Pass
 1530 MHz | 1003 | -67 dBm | -30 dBm | Pass
 1540 MHz |  107 | -67 dBm | -30 dBm | fbf_2
 1550 MHz |  869 | -67 dBm | -30 dBm | Pass
 1560 MHz | 1218 | -67 dBm | -30 dBm | Pass
 1570 MHz |   78 | -67 dBm | -30 dBm | fbf_1
 1580 MHz |   72 | -67 dBm | -30 dBm | fbf_2
 1590 MHz | 1408 | -67 dBm | -30 dBm | Pass
 1600 MHz |  321 | -67 dBm | -30 dBm | fbf_2
 1610 MHz |  920 | -67 dBm | -30 dBm | Pass
