*** Failures ***
Frequency | Received Packets |Wanted Signal Level | Blocking Signal Level | Results
  130 MHz |  115 | -67 dBm | -30 dBm | fbf_1
  150 MHz |  170 | -67 dBm | -30 dBm | fbf_1
  160 MHz |  352 | -67 dBm | -30 dBm | fbf_1
  200 MHz |  163 | -67 dBm | -30 dBm | fbf_1
  380 MHz |  335 | -67 dBm | -30 dBm | fbf_1
  410 MHz |  376 | -67 dBm | -30 dBm | fbf_1
  450 MHz |  428 | -67 dBm | -30 dBm | fbf_1
  510 MHz |  216 | -67 dBm | -30 dBm | fbf_1
  530 MHz |  367 | -67 dBm | -30 dBm | fbf_1
  560 MHz |  111 | -67 dBm | -30 dBm | fbf_1
  690 MHz |  288 | -67 dBm | -30 dBm | fbf_1
  750 MHz |  127 | -67 dBm | -30 dBm | fbf_1
  940 MHz |  332 | -67 dBm | -30 dBm | fbf_1
  950 MHz |  275 | -67 dBm | -30 dBm | fbf_1
  970 MHz |  431 | -67 dBm | -30 dBm | fbf_1
  980 MHz |  131 | -67 dBm | -30 dBm | fbf_1
 1060 MHz |   15 | -67 dBm | -30 dBm | fbf_1
 1210 MHz |   97 | -67 dBm | -30 dBm | fbf_1
 1310 MHz |  260 | -67 dBm | -30 dBm | fbf_1
 1340 MHz |  460 | -67 dBm | -30 dBm | fbf_1
 1350 MHz |  239 | -67 dBm | -30 dBm | fbf_1
 1460 MHz |  339 | -67 dBm | -30 dBm | fbf_1
 1610 MHz |  383 | -67 dBm | -30 dBm | fbf_1
 1620 MHz |  409 | -67 dBm | -30 dBm | fbf_1
 1640 MHz |  332 | -67 dBm | -30 dBm | fbf_1
 1660 MHz |  207 | -67 dBm | -30 dBm | fbf_1
 1670 MHz |  291 | -67 dBm | -30 dBm | fbf_1
 1700 MHz |  359 | -67 dBm | -30 dBm | fbf_1
 1740 MHz |   94 | -67 dBm | -30 dBm | fbf_1
 1850 MHz |  230 | -67 dBm | -30 dBm | fbf_1
 1900 MHz |   44 | -67 dBm | -30 dBm | fbf_1
 1940 MHz |  280 | -67 dBm | -30 dBm | fbf_1
 2000 MHz |  251 | -67 dBm | -30 dBm | fbf_1
 2018 MHz |  312 | -67 dBm | -35 dBm | fbf_1
 2039 MHz |    8 | -67 dBm | -35 dBm | fbf_1
 2054 MHz |   53 | -67 dBm | -35 dBm | fbf_1
 2057 MHz |  432 | -67 dBm | -35 dBm | fbf_1
 2090 MHz |  345 | -67 dBm | -35 dBm | fbf_1
 2135 MHz |   90 | -67 dBm | -35 dBm | fbf_1
 2153 MHz |  256 | -67 dBm | -35 dBm | fbf_1
 2189 MHz |  328 | -67 dBm | -35 dBm | fbf_1
 2192 MHz |   98 | -67 dBm | -35 dBm | fbf_1
 2207 MHz |  141 | -67 dBm | -35 dBm | fbf_1
 2222 MHz |  434 | -67 dBm | -35 dBm | fbf_1
 2225 MHz |   43 | -67 dBm | -35 dBm | fbf_1
 2255 MHz |   28 | -67 dBm | -35 dBm | fbf_1
 2261 MHz |  106 | -67 dBm | -35 dBm | fbf_1
 2276 MHz |  146 | -67 dBm | -35 dBm | fbf_1
 2297 MHz |  228 | -67 dBm | -35 dBm | fbf_1
 2315 MHz |  145 | -67 dBm | -35 dBm | fbf_1
 2345 MHz |  127 | -67 dBm | -35 dBm | fbf_1
 2351 MHz |  225 | -67 dBm | -35 dBm | fbf_1
 2354 MHz |  209 | -67 dBm | -35 dBm | fbf_1
 2357 MHz |  258 | -67 dBm | -35 dBm | fbf_1
 2372 MHz |  193 | -67 dBm | -35 dBm | fbf_1
 2375 MHz |   38 | -67 dBm | -35 dBm | fbf_1
 2381 MHz |  425 | -67 dBm | -35 dBm | fbf_1
 2396 MHz |  215 | -67 dBm | -35 dBm | fbf_1
 2487 MHz |   34 | -67 dBm | -35 dBm | fbf_1
 2496 MHz |  135 | -67 dBm | -35 dBm | fbf_1
 2499 MHz |  296 | -67 dBm | -35 dBm | fbf_1
 2535 MHz |  103 | -67 dBm | -35 dBm | fbf_1
 2550 MHz |  453 | -67 dBm | -35 dBm | fbf_1
 2556 MHz |  334 | -67 dBm | -35 dBm | fbf_1
 2568 MHz |   10 | -67 dBm | -35 dBm | fbf_1
 2598 MHz |  261 | -67 dBm | -35 dBm | fbf_1
 2604 MHz |  318 | -67 dBm | -35 dBm | fbf_1
 2616 MHz |  151 | -67 dBm | -35 dBm | fbf_1
 2622 MHz |   41 | -67 dBm | -35 dBm | fbf_1
 2628 MHz |  340 | -67 dBm | -35 dBm | fbf_1
 2631 MHz |  306 | -67 dBm | -35 dBm | fbf_1
 2634 MHz |  145 | -67 dBm | -35 dBm | fbf_1
 2646 MHz |  364 | -67 dBm | -35 dBm | fbf_1
 2664 MHz |   88 | -67 dBm | -35 dBm | fbf_1
 2670 MHz |  334 | -67 dBm | -35 dBm | fbf_1
 2676 MHz |  294 | -67 dBm | -35 dBm | fbf_1
 2679 MHz |  106 | -67 dBm | -35 dBm | fbf_1
 2682 MHz |  322 | -67 dBm | -35 dBm | fbf_1
 2697 MHz |   40 | -67 dBm | -35 dBm | fbf_1
 2712 MHz |  261 | -67 dBm | -35 dBm | fbf_1
 2721 MHz |   70 | -67 dBm | -35 dBm | fbf_1
 2724 MHz |   47 | -67 dBm | -35 dBm | fbf_1
 2739 MHz |  173 | -67 dBm | -35 dBm | fbf_1
 2742 MHz |  292 | -67 dBm | -35 dBm | fbf_1
 2751 MHz |  111 | -67 dBm | -35 dBm | fbf_1
 2760 MHz |  101 | -67 dBm | -35 dBm | fbf_1
 2775 MHz |  380 | -67 dBm | -35 dBm | fbf_1
 2778 MHz |  194 | -67 dBm | -35 dBm | fbf_1
 2787 MHz |  373 | -67 dBm | -35 dBm | fbf_1
 2790 MHz |  183 | -67 dBm | -35 dBm | fbf_1
 2793 MHz |  343 | -67 dBm | -35 dBm | fbf_1
 2799 MHz |   57 | -67 dBm | -35 dBm | fbf_1
 2802 MHz |  439 | -67 dBm | -35 dBm | fbf_1
 2817 MHz |  266 | -67 dBm | -35 dBm | fbf_1
 2829 MHz |  457 | -67 dBm | -35 dBm | fbf_1
 2853 MHz |   48 | -67 dBm | -35 dBm | fbf_1
 2868 MHz |  450 | -67 dBm | -35 dBm | fbf_1
 2895 MHz |  218 | -67 dBm | -35 dBm | fbf_1
 2907 MHz |   66 | -67 dBm | -35 dBm | fbf_1
 2910 MHz |  285 | -67 dBm | -35 dBm | fbf_1
 2913 MHz |  244 | -67 dBm | -35 dBm | fbf_1
 2943 MHz |  432 | -67 dBm | -35 dBm | fbf_1
 2946 MHz |  223 | -67 dBm | -35 dBm | fbf_1
 2976 MHz |  202 | -67 dBm | -35 dBm | fbf_1
 2985 MHz |  379 | -67 dBm | -35 dBm | fbf_1
 2988 MHz |  367 | -67 dBm | -35 dBm | fbf_1
 3075 MHz |  296 | -67 dBm | -30 dBm | fbf_1
 3300 MHz |  339 | -67 dBm | -30 dBm | fbf_1
 3500 MHz |   57 | -67 dBm | -30 dBm | fbf_1
 3800 MHz |  248 | -67 dBm | -30 dBm | fbf_1
 3900 MHz |  350 | -67 dBm | -30 dBm | fbf_1
 4050 MHz |  222 | -67 dBm | -30 dBm | fbf_1
 4125 MHz |  240 | -67 dBm | -30 dBm | fbf_1
 4150 MHz |  127 | -67 dBm | -30 dBm | fbf_1
 4175 MHz |  129 | -67 dBm | -30 dBm | fbf_1
 4375 MHz |  368 | -67 dBm | -30 dBm | fbf_1
 4500 MHz |  239 | -67 dBm | -30 dBm | fbf_1
 4825 MHz |    9 | -67 dBm | -30 dBm | fbf_1
 4850 MHz |  122 | -67 dBm | -30 dBm | fbf_1
 5250 MHz |  440 | -67 dBm | -30 dBm | fbf_1
 5375 MHz |  253 | -67 dBm | -30 dBm | fbf_1
 5400 MHz |   37 | -67 dBm | -30 dBm | fbf_1
 5575 MHz |  251 | -67 dBm | -30 dBm | fbf_1
 5800 MHz |  235 | -67 dBm | -30 dBm | fbf_1
 5850 MHz |   30 | -67 dBm | -30 dBm | fbf_1
 5875 MHz |  196 | -67 dBm | -30 dBm | fbf_1
 5900 MHz |  133 | -67 dBm | -30 dBm | fbf_1
 6575 MHz |  178 | -67 dBm | -30 dBm | fbf_1
 6675 MHz |  156 | -67 dBm | -30 dBm | fbf_1
 7200 MHz |  128 | -67 dBm | -30 dBm | fbf_1
 7575 MHz |  193 | -67 dBm | -30 dBm | fbf_1
 7600 MHz |   29 | -67 dBm | -30 dBm | fbf_1
 7625 MHz |  355 | -67 dBm | -30 dBm | fbf_1
 7675 MHz |  440 | -67 dBm | -30 dBm | fbf_1
 7900 MHz |  150 | -67 dBm | -30 dBm | fbf_1
 7950 MHz |   21 | -67 dBm | -30 dBm | fbf_1
 8050 MHz |   72 | -67 dBm | -30 dBm | fbf_1
 8125 MHz |  259 | -67 dBm | -30 dBm | fbf_1
 8300 MHz |  424 | -67 dBm | -30 dBm | fbf_1
 8425 MHz |  146 | -67 dBm | -30 dBm | fbf_1
 8500 MHz |  387 | -67 dBm | -30 dBm | fbf_1
 8625 MHz |  451 | -67 dBm | -30 dBm | fbf_1
 8700 MHz |  118 | -67 dBm | -30 dBm | fbf_1
 8725 MHz |   95 | -67 dBm | -30 dBm | fbf_1
 8800 MHz |  431 | -67 dBm | -30 dBm | fbf_1
 8875 MHz |  267 | -67 dBm | -30 dBm | fbf_1
 9025 MHz |  412 | -67 dBm | -30 dBm | fbf_1
 9650 MHz |  366 | -67 dBm | -30 dBm | fbf_1
 9675 MHz |  428 | -67 dBm | -30 dBm | fbf_1
 9700 MHz |  261 | -67 dBm | -30 dBm | fbf_1
 9850 MHz |  124 | -67 dBm | -30 dBm | fbf_1
 9975 MHz |  448 | -67 dBm | -30 dBm | fbf_1
10025 MHz |  322 | -67 dBm | -30 dBm | fbf_1
10225 MHz |  432 | -67 dBm | -30 dBm | fbf_1
10275 MHz |  157 | -67 dBm | -30 dBm | fbf_1
10325 MHz |   33 | -67 dBm | -30 dBm | fbf_1
10375 MHz |   31 | -67 dBm | -30 dBm | fbf_1
10400 MHz |  190 | -67 dBm | -30 dBm | fbf_1
10525 MHz |  167 | -67 dBm | -30 dBm | fbf_1
10750 MHz |  305 | -67 dBm | -30 dBm | fbf_1
11025 MHz |  439 | -67 dBm | -30 dBm | fbf_1
11125 MHz |  187 | -67 dBm | -30 dBm | fbf_1
11275 MHz |  254 | -67 dBm | -30 dBm | fbf_1
11550 MHz |  113 | -67 dBm | -30 dBm | fbf_1
11750 MHz |   46 | -67 dBm | -30 dBm | fbf_1
11925 MHz |  295 | -67 dBm | -30 dBm | fbf_1
11950 MHz |  193 | -67 dBm | -30 dBm | fbf_1
12075 MHz |  230 | -67 dBm | -30 dBm | fbf_1
12275 MHz |  412 | -67 dBm | -30 dBm | fbf_1
12400 MHz |   65 | -67 dBm | -30 dBm | fbf_1
12625 MHz |  140 | -67 dBm | -30 dBm | fbf_1


*** All Results ***
Frequency | Received Packets |Wanted Signal Level | Blocking Signal Level | Results
   30 MHz |   88 | -67 dBm | -30 dBm | fbf_2
   40 MHz |  189 | -67 dBm | -30 dBm | fbf_1
   50 MHz | 1123 | -67 dBm | -30 dBm | Pass
   60 MHz |  357 | -67 dBm | -30 dBm | fbf_1
   70 MHz |  839 | -67 dBm | -30 dBm | Pass
   80 MHz | 1094 | -67 dBm | -30 dBm | Pass
   90 MHz |   76 | -67 dBm | -30 dBm | fbf_2
  100 MHz | 1164 | -67 dBm | -30 dBm | Pass
  110 MHz |  857 | -67 dBm | -30 dBm | Pass
  120 MHz | 1352 | -67 dBm | -30 dBm | Pass
  130 MHz |  115 | -67 dBm | -30 dBm | fbf_1
  140 MHz | 1165 | -67 dBm | -30 dBm | Pass
  150 MHz |  170 | -67 dBm | -30 dBm | fbf_1
  160 MHz |  352 | -67 dBm | -30 dBm | fbf_1
  170 MHz | 1266 | -67 dBm | -30 dBm | Pass
  180 MHz | 1029 | -67 dBm | -30 dBm | Pass
  190 MHz |  487 | -67 dBm | -30 dBm | Pass
  200 MHz |  163 | -67 dBm | -30 dBm | fbf_1
  210 MHz | 1361 | -67 dBm | -30 dBm | Pass
  220 MHz |  550 | -67 dBm | -30 dBm | Pass
  230 MHz |  665 | -67 dBm | -30 dBm | Pass
  240 MHz |  574 | -67 dBm | -30 dBm | Pass
  250 MHz | 1370 | -67 dBm | -30 dBm | Pass
  260 MHz |  497 | -67 dBm | -30 dBm | Pass
  270 MHz | 1137 | -67 dBm | -30 dBm | Pass
  280 MHz | 1016 | -67 dBm | -30 dBm | Pass
  290 MHz |  282 | -67 dBm | -30 dBm | fbf_2
  300 MHz |  642 | -67 dBm | -30 dBm | Pass
  310 MHz |  387 | -67 dBm | -30 dBm | fbf_2
  320 MHz |  776 | -67 dBm | -30 dBm | Pass
  330 MHz | 1095 | -67 dBm | -30 dBm | Pass
  340 MHz | 1345 | -67 dBm | -30 dBm | Pass
  350 MHz |  660 | -67 dBm | -30 dBm | Pass
  360 MHz | 1259 | -67 dBm | -30 dBm | Pass
  370 MHz | 1168 | -67 dBm | -30 dBm | Pass
  380 MHz |  335 | -67 dBm | -30 dBm | fbf_1
  390 MHz | 1060 | -67 dBm | -30 dBm | Pass
  400 MHz | 1419 | -67 dBm | -30 dBm | Pass
  410 MHz |  376 | -67 dBm | -30 dBm | fbf_1
  420 MHz |  168 | -67 dBm | -30 dBm | fbf_2
  430 MHz |  867 | -67 dBm | -30 dBm | Pass
  440 MHz |  253 | -67 dBm | -30 dBm | fbf_2
  450 MHz |  428 | -67 dBm | -30 dBm | fbf_1
  460 MHz |  531 | -67 dBm | -30 dBm | Pass
  470 MHz | 1116 | -67 dBm | -30 dBm | Pass
  480 MHz |  931 | -67 dBm | -30 dBm | Pass
  490 MHz |  117 | -67 dBm | -30 dBm | fbf_2
  500 MHz | 1392 | -67 dBm | -30 dBm | Pass
  510 MHz |  216 | -67 dBm | -30 dBm | fbf_1
  520 MHz | 1467 | -67 dBm | -30 dBm | Pass
  530 MHz |  367 | -67 dBm | -30 dBm | fbf_1
  540 MHz |  494 | -67 dBm | -30 dBm | Pass
  550 MHz |  933 | -67 dBm | -30 dBm | Pass
  560 MHz |  111 | -67 dBm | -30 dBm | fbf_1
  570 MHz |  800 | -67 dBm | -30 dBm | Pass
  580 MHz |  579 | -67 dBm | -30 dBm | Pass
  590 MHz |  119 | -67 dBm | -30 dBm | fbf_2
  600 MHz | 1133 | -67 dBm | -30 dBm | Pass
  610 MHz |  683 | -67 dBm | -30 dBm | Pass
  620 MHz |  126 | -67 dBm | -30 dBm | fbf_2
  630 MHz |  926 | -67 dBm | -30 dBm | Pass
  640 MHz | 1048 | -67 dBm | -30 dBm | Pass
  650 MHz |  737 | -67 dBm | -30 dBm | Pass
  660 MHz | 1340 | -67 dBm | -30 dBm | Pass
  670 MHz |  762 | -67 dBm | -30 dBm | Pass
  680 MHz | 1251 | -67 dBm | -30 dBm | Pass
  690 MHz |  288 | -67 dBm | -30 dBm | fbf_1
  700 MHz |  601 | -67 dBm | -30 dBm | Pass
  710 MHz | 1422 | -67 dBm | -30 dBm | Pass
  720 MHz |  837 | -67 dBm | -30 dBm | Pass
  730 MHz |  438 | -67 dBm | -30 dBm | fbf_2
  740 MHz | 1271 | -67 dBm | -30 dBm | Pass
  750 MHz |  127 | -67 dBm | -30 dBm | fbf_1
  760 MHz |  549 | -67 dBm | -30 dBm | Pass
  770 MHz |  872 | -67 dBm | -30 dBm | Pass
  780 MHz |  226 | -67 dBm | -30 dBm | fbf_2
  790 MHz |  737 | -67 dBm | -30 dBm | Pass
  800 MHz | 1143 | -67 dBm | -30 dBm | Pass
  810 MHz |  878 | -67 dBm | -30 dBm | Pass
  820 MHz |  856 | -67 dBm | -30 dBm | Pass
  830 MHz | 1368 | -67 dBm | -30 dBm | Pass
  840 MHz |  865 | -67 dBm | -30 dBm | Pass
  850 MHz |  871 | -67 dBm | -30 dBm | Pass
  860 MHz | 1119 | -67 dBm | -30 dBm | Pass
  870 MHz |  911 | -67 dBm | -30 dBm | Pass
  880 MHz |  319 | -67 dBm | -30 dBm | fbf_2
  890 MHz | 1134 | -67 dBm | -30 dBm | Pass
  900 MHz | 1315 | -67 dBm | -30 dBm | Pass
  910 MHz |  228 | -67 dBm | -30 dBm | fbf_2
  920 MHz | 1045 | -67 dBm | -30 dBm | Pass
  930 MHz | 1095 | -67 dBm | -30 dBm | Pass
  940 MHz |  332 | -67 dBm | -30 dBm | fbf_1
  950 MHz |  275 | -67 dBm | -30 dBm | fbf_1
  960 MHz |  503 | -67 dBm | -30 dBm | Pass
  970 MHz |  431 | -67 dBm | -30 dBm | fbf_1
  980 MHz |  131 | -67 dBm | -30 dBm | fbf_1
  990 MHz | 1399 | -67 dBm | -30 dBm | Pass
 1000 MHz |  428 | -67 dBm | -30 dBm | fbf_2
 1010 MHz |  846 | -67 dBm | -30 dBm | Pass
 1020 MHz | 1346 | -67 dBm | -30 dBm | Pass
 1030 MHz | 1372 | -67 dBm | -30 dBm | Pass
 1040 MHz | 1220 | -67 dBm | -30 dBm | Pass
 1050 MHz |  644 | -67 dBm | -30 dBm | Pass
 1060 MHz |   15 | -67 dBm | -30 dBm | fbf_1
 1070 MHz |  687 | -67 dBm | -30 dBm | Pass
 1080 MHz | 1396 | -67 dBm | -30 dBm | Pass
 1090 MHz | 1477 | -67 dBm | -30 dBm | Pass
 1100 MHz |  919 | -67 dBm | -30 dBm | Pass
 1110 MHz |  255 | -67 dBm | -30 dBm | fbf_2
 1120 MHz |  445 | -67 dBm | -30 dBm | fbf_2
 1130 MHz |  239 | -67 dBm | -30 dBm | fbf_2
 1140 MHz |  696 | -67 dBm | -30 dBm | Pass
 1150 MHz |  329 | -67 dBm | -30 dBm | fbf_2
 1160 MHz |  134 | -67 dBm | -30 dBm | fbf_2
 1170 MHz |   75 | -67 dBm | -30 dBm | fbf_2
 1180 MHz | 1343 | -67 dBm | -30 dBm | Pass
 1190 MHz |  689 | -67 dBm | -30 dBm | Pass
 1200 MHz | 1210 | -67 dBm | -30 dBm | Pass
 1210 MHz |   97 | -67 dBm | -30 dBm | fbf_1
 1220 MHz | 1062 | -67 dBm | -30 dBm | Pass
 1230 MHz | 1223 | -67 dBm | -30 dBm | Pass
 1240 MHz |  567 | -67 dBm | -30 dBm | Pass
 1250 MHz | 1355 | -67 dBm | -30 dBm | Pass
 1260 MHz | 1104 | -67 dBm | -30 dBm | Pass
 1270 MHz |  808 | -67 dBm | -30 dBm | Pass
 1280 MHz |  378 | -67 dBm | -30 dBm | fbf_2
 1290 MHz |  579 | -67 dBm | -30 dBm | Pass
 1300 MHz | 1238 | -67 dBm | -30 dBm | Pass
 1310 MHz |  260 | -67 dBm | -30 dBm | fbf_1
 1320 MHz |  974 | -67 dBm | -30 dBm | Pass
 1330 MHz |  160 | -67 dBm | -30 dBm | fbf_2
 1340 MHz |  460 | -67 dBm | -30 dBm | fbf_1
 1350 MHz |  239 | -67 dBm | -30 dBm | fbf_1
 1360 MHz | 1419 | -67 dBm | -30 dBm | Pass
 1370 MHz | 1498 | -67 dBm | -30 dBm | Pass
 1380 MHz | 1461 | -67 dBm | -30 dBm | Pass
 1390 MHz | 1393 | -67 dBm | -30 dBm | Pass
 1400 MHz |  168 | -67 dBm | -30 dBm | fbf_2
 1410 MHz |  493 | -67 dBm | -30 dBm | Pass
 1420 MHz |  527 | -67 dBm | -30 dBm | Pass
 1430 MHz | 1377 | -67 dBm | -30 dBm | Pass
 1440 MHz |  984 | -67 dBm | -30 dBm | Pass
 1450 MHz | 1479 | -67 dBm | -30 dBm | Pass
 1460 MHz |  339 | -67 dBm | -30 dBm | fbf_1
 1470 MHz |  325 | -67 dBm | -30 dBm | fbf_2
 1480 MHz |  654 | -67 dBm | -30 dBm | Pass
 1490 MHz | 1103 | -67 dBm | -30 dBm | Pass
 1500 MHz |  618 | -67 dBm | -30 dBm | Pass
 1510 MHz |  712 | -67 dBm | -30 dBm | Pass
 1520 MHz |  985 | -67 dBm | -30 dBm | Pass
 1530 MHz | 1263 | -67 dBm | -30 dBm | Pass
 1540 MHz | 1094 | -67 dBm | -30 dBm | Pass
 1550 MHz |  924 | -67 dBm | -30 dBm | Pass
 1560 MHz |  674 | -67 dBm | -30 dBm | Pass
 1570 MHz |  869 | -67 dBm | -30 dBm | Pass
 1580 MHz | 1285 | -67 dBm | -30 dBm | Pass
 1590 MHz |  932 | -67 dBm | -30 dBm | Pass
 1600 MHz | 1374 | -67 dBm | -30 dBm | Pass
 1610 MHz |  383 | -67 dBm | -30 dBm | fbf_1
 1620 MHz |  409 | -67 dBm | -30 dBm | fbf_1
 1630 MHz | 1246 | -67 dBm | -30 dBm | Pass
 1640 MHz |  332 | -67 dBm | -30 dBm | fbf_1
 1650 MHz |  719 | -67 dBm | -30 dBm | Pass
 1660 MHz |  207 | -67 dBm | -30 dBm | fbf_1
 1670 MHz |  291 | -67 dBm | -30 dBm | fbf_1
 1680 MHz | 1180 | -67 dBm | -30 dBm | Pass
 1690 MHz |  907 | -67 dBm | -30 dBm | Pass
 1700 MHz |  359 | -67 dBm | -30 dBm | fbf_1
 1710 MHz |  543 | -67 dBm | -30 dBm | Pass
 1720 MHz |  452 | -67 dBm | -30 dBm | fbf_2
 1730 MHz | 1264 | -67 dBm | -30 dBm | Pass
 1740 MHz |   94 | -67 dBm | -30 dBm | fbf_1
 1750 MHz |  752 | -67 dBm | -30 dBm | Pass
 1760 MHz | 1195 | -67 dBm | -30 dBm | Pass
 1770 MHz |  843 | -67 dBm | -30 dBm | Pass
 1780 MHz |   94 | -67 dBm | -30 dBm | fbf_2
 1790 MHz |  940 | -67 dBm | -30 dBm | Pass
 1800 MHz | 1364 | -67 dBm | -30 dBm | Pass
 1810 MHz |  741 | -67 dBm | -30 dBm | Pass
 1820 MHz | 1360 | -67 dBm | -30 dBm | Pass
 1830 MHz |  845 | -67 dBm | -30 dBm | Pass
 1840 MHz |  391 | -67 dBm | -30 dBm | fbf_2
